出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"110/05/29","104","4","1742","台蠟","646877.00","654510.00","-7633.00","--","--","-7633.00","95312.00","--","-102945.00","-20489.00","-123434.00","-2.00","-123432.00","0.00","--","-123432.00","6926.00","--","-116506.00","-123432.00","--","0.00","-116506.00","--","0.00","-1.91"
"110/05/29","104","4","1752","南光","1520328.00","971000.00","549328.00","--","--","549328.00","338320.00","--","211008.00","15620.00","226628.00","27641.00","198987.00","--","--","198987.00","-3000.00","--","195987.00","--","--","--","--","--","--","2.17"
"110/05/29","104","4","1777","生泰","683563.00","427657.00","255906.00","--","--","255906.00","86531.00","--","169375.00","19750.00","189125.00","32884.00","156241.00","--","--","156241.00","-8361.00","--","147880.00","--","--","--","--","--","--","5.20"
"110/05/29","104","4","1781","合世","684604.00","628130.00","56474.00","--","--","56474.00","143841.00","--","-87367.00","12779.00","-74588.00","-12559.00","-62029.00","--","--","-62029.00","-5832.00","--","-67861.00","-62029.00","--","--","-67861.00","--","--","-1.31"
"110/05/29","104","4","1784","訊聯","622437.00","275234.00","347203.00","--","--","347203.00","348851.00","--","-1648.00","21742.00","20094.00","7529.00","12565.00","--","--","12565.00","-764.00","--","11801.00","23129.00","--","-10564.00","22365.00","--","-10564.00","0.47"
"110/05/29","104","4","1785","光洋科","61376037.00","61027394.00","348643.00","--","--","348643.00","1384685.00","--","-1036042.00","-89247.00","-1125289.00","-68593.00","-1056696.00","--","--","-1056696.00","-31915.00","--","-1088611.00","-1056435.00","--","-261.00","-1087619.00","--","-992.00","-2.62"
"110/05/29","104","4","1788","杏昌","2739916.00","2156657.00","583259.00","--","--","583259.00","350627.00","--","232632.00","30501.00","263133.00","47686.00","215447.00","--","--","215447.00","1904.00","--","217351.00","216886.00","--","-1439.00","218790.00","--","-1439.00","6.20"
"110/05/29","104","4","1796","金穎生技","375029.00","223101.00","151928.00","--","--","151928.00","96970.00","--","54958.00","722.00","55680.00","1373.00","54307.00","--","--","54307.00","-168.00","--","54139.00","54307.00","--","--","54139.00","--","--","2.26"
"110/05/29","104","4","1799","易威","468161.00","448102.00","20059.00","--","--","20059.00","170805.00","--","-150746.00","-423.00","-151169.00","145.00","-151314.00","0.00","--","-151314.00","6990.00","--","-144324.00","-144855.00","--","-6459.00","-138596.00","--","-5728.00","-2.34"
"110/05/29","104","4","1813","寶利徠","392011.00","280350.00","111661.00","--","--","111661.00","72551.00","--","39110.00","73248.00","112358.00","13601.00","98757.00","--","--","98757.00","-4409.00","--","94348.00","98757.00","--","0.00","94348.00","--","0.00","2.12"
"110/05/29","104","4","1815","富喬","4804063.00","3641624.00","1162439.00","--","--","1162439.00","638477.00","--","523962.00","-33821.00","490141.00","69668.00","420473.00","--","--","420473.00","-42737.00","--","377736.00","420473.00","--","--","377736.00","--","--","1.04"
"110/05/29","104","4","2035","唐榮公司","14772646.00","15521576.00","-748930.00","--","--","-748930.00","347116.00","--","-1096046.00","127982.00","-968064.00","-1411.00","-966653.00","--","--","-966653.00","-11766.00","--","-978419.00","-930463.00","--","-36190.00","-947347.00","--","-31072.00","-2.66"
"110/05/29","104","4","2061","風青","1091539.00","1079093.00","12446.00","--","--","12446.00","75958.00","--","-63512.00","-29643.00","-93155.00","-68.00","-93087.00","--","--","-93087.00","3986.00","--","-89101.00","-93087.00","--","0.00","-89101.00","--","0.00","-1.50"
"110/05/29","104","4","2063","世鎧","651207.00","481029.00","170178.00","--","--","170178.00","95211.00","--","74967.00","196.00","75163.00","10228.00","64935.00","--","--","64935.00","-994.00","--","63941.00","64935.00","--","--","63941.00","--","--","1.50"
"110/05/29","104","4","2064","晉椿","2306735.00","2103774.00","202961.00","--","--","202961.00","102428.00","--","100533.00","37905.00","138438.00","43247.00","95191.00","--","--","95191.00","-1242.00","--","93949.00","--","--","--","--","--","--","1.36"
"110/05/29","104","4","2065","世豐","1155447.00","975799.00","179648.00","--","--","179648.00","129846.00","--","49802.00","15165.00","64967.00","10685.00","54282.00","--","--","54282.00","85890.00","--","140172.00","--","--","--","--","--","--","1.86"
"110/05/29","104","4","2066","世德","1294040.00","877466.00","416574.00","--","--","416574.00","143724.00","--","272850.00","49256.00","322106.00","65378.00","256728.00","--","--","256728.00","-3015.00","--","253713.00","--","--","--","--","--","--","7.10"
"110/05/29","104","4","2067","嘉鋼","862333.00","760349.00","101984.00","--","--","101984.00","193278.00","--","-91294.00","-3142.00","-94436.00","-6415.00","-88021.00","--","--","-88021.00","-6404.00","--","-94425.00","-84593.00","--","-3428.00","-90597.00","--","-3828.00","-2.79"
"110/05/29","104","4","2070","精湛","720894.00","333129.00","387765.00","--","--","387765.00","222054.00","--","165711.00","4239.00","169950.00","38519.00","131431.00","--","--","131431.00","-2048.00","--","129383.00","131431.00","0.00","0.00","129383.00","0.00","0.00","5.27"
"110/05/29","104","4","2221","大甲","850535.00","654859.00","195676.00","0.00","--","195676.00","100125.00","--","95551.00","-5621.00","89930.00","18744.00","71186.00","--","--","71186.00","2078.00","--","73264.00","69223.00","--","1963.00","71301.00","--","1963.00","1.64"
"110/05/29","104","4","2230","泰茂","362473.00","285669.00","76804.00","--","--","76804.00","67140.00","-168.00","9496.00","9952.00","19448.00","2816.00","16632.00","--","--","16632.00","-3096.00","--","13536.00","16632.00","--","--","13536.00","--","--","0.42"
"110/05/29","104","4","2235","謚源","874855.00","592740.00","282115.00","--","--","282115.00","80175.00","--","201940.00","27993.00","229933.00","31503.00","198430.00","--","--","198430.00","-886.00","--","197544.00","--","--","--","--","--","--","6.22"
"110/05/29","104","4","2596","綠意","291422.00","188443.00","102979.00","--","--","102979.00","73755.00","--","29224.00","33991.00","63215.00","5823.00","57392.00","--","--","57392.00","560.00","--","57952.00","57983.00","--","-591.00","58542.00","--","-590.00","0.70"
"110/05/29","104","4","2640","大車隊","1634244.00","842875.00","791369.00","--","--","791369.00","530211.00","--","261158.00","-32634.00","228524.00","46939.00","181585.00","--","--","181585.00","1.00","--","181586.00","185932.00","--","-4347.00","185933.00","--","-4347.00","4.20"
"110/05/29","104","4","2641","正德","725245.00","607896.00","117349.00","--","--","117349.00","51051.00","--","66298.00","-51483.00","14815.00","-41649.00","56464.00","--","--","56464.00","72042.00","--","128506.00","56464.00","--","--","128506.00","--","--","0.47"
"110/05/29","104","4","2643","捷迅","2738744.00","2395054.00","343690.00","--","--","343690.00","207159.00","--","136531.00","-3175.00","133356.00","45269.00","88087.00","--","--","88087.00","12284.00","--","100371.00","88087.00","--","--","100371.00","--","--","4.08"
"110/05/29","104","4","2718","晶悅","278213.00","193657.00","84556.00","--","--","84556.00","43331.00","--","41225.00","3481.00","44706.00","10091.00","34615.00","--","--","34615.00","-3483.00","--","31132.00","--","--","--","--","--","--","1.53"
"110/05/29","104","4","2719","燦星旅","2996436.00","2607742.00","388694.00","--","--","388694.00","409282.00","--","-20588.00","4987.00","-15601.00","-182.00","-15419.00","--","--","-15419.00","-292.00","--","-15711.00","-15419.00","--","--","-15711.00","--","--","-0.42"
"110/05/29","104","4","2724","富驛-KY","897754.00","746596.00","151158.00","0.00","--","151158.00","191347.00","-42789.00","-82978.00","-51857.00","-134835.00","14349.00","-149184.00","--","--","-149184.00","-11315.00","--","-160499.00","-149184.00","--","--","-160499.00","--","--","-3.91"
"110/05/29","104","4","2726","雅茗-KY","1603920.00","827076.00","776844.00","--","--","776844.00","703978.00","--","72866.00","27244.00","100110.00","31574.00","68536.00","--","--","68536.00","-4495.00","--","64041.00","72581.00","--","-4045.00","68491.00","--","-4450.00","2.65"
"110/05/29","104","4","2729","瓦城","3452609.00","1673628.00","1778981.00","--","--","1778981.00","1453845.00","--","325136.00","12575.00","337711.00","58503.00","279208.00","--","--","279208.00","-4605.00","--","274603.00","279208.00","--","--","274603.00","--","--","12.00"
"110/05/29","104","4","2732","六角","1651321.00","722249.00","929072.00","--","24.00","929096.00","770766.00","-3319.00","155011.00","18456.00","173467.00","35370.00","138097.00","--","--","138097.00","-7161.00","--","130936.00","139087.00","--","-990.00","135878.00","--","-4942.00","5.06"
"110/05/29","104","4","2734","易飛網","1774153.00","1539055.00","235098.00","--","--","235098.00","248328.00","--","-13230.00","9997.00","-3233.00","6168.00","-9401.00","--","--","-9401.00","482.00","--","-8919.00","-9401.00","--","--","-8919.00","--","--","-0.31"
"110/05/29","104","4","2736","高野","829289.00","339193.00","490096.00","--","--","490096.00","321316.00","--","168780.00","121603.00","290383.00","26741.00","263642.00","--","--","263642.00","--","--","263642.00","263642.00","--","--","263642.00","--","--","5.93"
"110/05/29","104","4","2740","天蔥","878239.00","432729.00","445510.00","--","--","445510.00","405095.00","--","40415.00","-8897.00","31518.00","5327.00","26191.00","--","--","26191.00","-130.00","--","26061.00","26191.00","--","--","26061.00","--","--","1.80"
"110/05/29","104","4","2743","山富","5708631.00","5188398.00","520233.00","--","--","520233.00","395303.00","--","124930.00","4617.00","129547.00","18361.00","111186.00","--","--","111186.00","-47.00","--","111139.00","111186.00","--","--","111139.00","--","--","4.02"
"110/05/29","104","4","2745","五福","6015869.00","5263872.00","751997.00","--","--","751997.00","640966.00","--","111031.00","18554.00","129585.00","23652.00","105933.00","--","--","105933.00","0.00","--","105933.00","105933.00","--","--","105933.00","--","--","4.30"
"110/05/29","104","4","2916","滿心","1375557.00","729699.00","645858.00","--","--","645858.00","594146.00","--","51712.00","45248.00","96960.00","16713.00","80247.00","--","--","80247.00","-26482.00","--","53765.00","80247.00","--","--","53765.00","--","--","1.47"
"110/05/29","104","4","2924","東凌-KY","1307259.00","456082.00","851177.00","--","--","851177.00","799242.00","--","51935.00","14858.00","66793.00","41930.00","24863.00","--","--","24863.00","-16515.00","--","8348.00","24863.00","--","--","8348.00","--","--","0.71"
"110/05/29","104","4","2926","誠品生活","3823878.00","2070256.00","1753622.00","--","--","1753622.00","1356509.00","--","397113.00","82620.00","479733.00","68119.00","411614.00","--","--","411614.00","-14218.00","--","397396.00","411614.00","--","--","397396.00","--","--","9.12"
"110/05/29","104","4","2928","紅馬-KY","3726632.00","1932823.00","1793809.00","--","--","1793809.00","1702075.00","--","91734.00","11694.00","103428.00","50903.00","52525.00","0.00","--","52525.00","20012.00","--","72537.00","52525.00","--","--","72537.00","--","--","1.23"
"110/05/29","104","4","2937","集雅社","1173605.00","862151.00","311454.00","--","--","311454.00","279714.00","--","31740.00","1540.00","33280.00","7081.00","26199.00","--","--","26199.00","-1378.00","--","24821.00","26199.00","--","--","24821.00","--","--","0.87"
"110/05/29","104","4","3064","泰偉","129187.00","124651.00","4536.00","--","--","4536.00","242631.00","--","-238095.00","-42861.00","-280956.00","-8635.00","-272321.00","--","--","-272321.00","24830.00","--","-247491.00","-269957.00","--","-2364.00","-244931.00","--","-2560.00","-3.74"
"110/05/29","104","4","3066","李洲","502820.00","515462.00","-12642.00","--","--","-12642.00","199251.00","--","-211893.00","-17074.00","-228967.00","4761.00","-233728.00","--","--","-233728.00","-13549.00","--","-247277.00","-147364.00","--","-86364.00","-150783.00","--","-96494.00","-1.77"
"110/05/29","104","4","3067","全域","295043.00","233627.00","61416.00","--","--","61416.00","109754.00","--","-48338.00","8956.00","-39382.00","-524.00","-38858.00","--","--","-38858.00","-4034.00","--","-42892.00","-38858.00","--","0.00","-42892.00","--","--","-1.34"
"110/05/29","104","4","3071","協禧","2395714.00","1941681.00","454033.00","--","--","454033.00","455264.00","--","-1231.00","16167.00","14936.00","8139.00","6797.00","0.00","--","6797.00","-12141.00","--","-5344.00","6797.00","--","0.00","-5344.00","--","0.00","0.05"
"110/05/29","104","4","3073","天方能源","41192.00","36992.00","4200.00","0.00","--","4200.00","43211.00","--","-39011.00","18729.00","-20282.00","10221.00","-30503.00","0.00","--","-30503.00","-7324.00","--","-37827.00","-30503.00","--","--","-37827.00","--","--","-0.66"
"110/05/29","104","4","3078","僑威","5833107.00","4567577.00","1265530.00","--","--","1265530.00","618166.00","--","647364.00","107391.00","754755.00","159670.00","595085.00","--","--","595085.00","-35240.00","--","559845.00","595085.00","--","--","559845.00","--","--","2.62"
"110/05/29","104","4","3081","聯亞","2027760.00","691309.00","1336451.00","--","--","1336451.00","167405.00","--","1169046.00","24057.00","1193103.00","204171.00","988932.00","--","--","988932.00","-1096.00","--","987836.00","--","--","--","--","--","--","14.89"
"110/05/29","104","4","3083","網龍","343882.00","96449.00","247433.00","--","--","247433.00","580071.00","--","-332638.00","12894.00","-319744.00","2997.00","-322741.00","--","--","-322741.00","-1417.00","--","-324158.00","-309652.00","--","-13089.00","-311069.00","--","-13089.00","-3.61"
"110/05/29","104","4","3085","新零售","319524.00","251050.00","68474.00","--","--","68474.00","66897.00","--","1577.00","2061.00","3638.00","-87.00","3725.00","--","--","3725.00","1888.00","--","5613.00","3725.00","--","0.00","5613.00","--","0.00","0.05"
"110/05/29","104","4","3086","華義","424785.00","278178.00","146607.00","--","--","146607.00","270945.00","--","-124338.00","-9115.00","-133453.00","-1444.00","-132009.00","--","--","-132009.00","-4530.00","--","-136539.00","-131868.00","--","-141.00","-136398.00","--","-141.00","-2.21"
"110/05/29","104","4","3088","艾訊","4790899.00","3084184.00","1706715.00","--","--","1706715.00","1166907.00","--","539808.00","34685.00","574493.00","133987.00","440506.00","--","--","440506.00","533.00","--","441039.00","424099.00","--","16407.00","424190.00","--","16849.00","5.38"
"110/05/29","104","4","3089","元炬","309607.00","343646.00","-34039.00","0.00","0.00","-34039.00","204187.00","--","-238226.00","-38288.00","-276514.00","-16568.00","-259946.00","--","--","-259946.00","-7011.00","--","-266957.00","-244619.00","--","-15327.00","-251250.00","--","-15707.00","-3.43"
"110/05/29","104","4","3093","港建","919188.00","547937.00","371251.00","--","--","371251.00","270771.00","--","100480.00","27423.00","127903.00","20160.00","107743.00","--","--","107743.00","-8129.00","--","99614.00","96817.00","--","10926.00","90213.00","--","9401.00","2.67"
"110/05/29","104","4","3095","及成","4302813.00","3563386.00","739427.00","--","--","739427.00","535625.00","-453137.00","-249335.00","101693.00","-147642.00","44635.00","-192277.00","--","--","-192277.00","-104774.00","--","-297051.00","-192458.00","--","181.00","-290372.00","--","-6679.00","-1.76"
"110/05/29","104","4","3105","穩懋","12015747.00","7254716.00","4761031.00","--","--","4761031.00","1250667.00","--","3510364.00","-76726.00","3433638.00","762011.00","2671627.00","--","--","2671627.00","156841.00","--","2828468.00","2671627.00","--","--","2828468.00","--","--","3.97"
"110/05/29","104","4","3114","好德","1921000.00","1707132.00","213868.00","--","--","213868.00","169984.00","--","43884.00","28711.00","72595.00","13483.00","59112.00","--","--","59112.00","-26065.00","--","33047.00","59112.00","--","0.00","33047.00","--","0.00","1.18"
"110/05/29","104","4","3115","寶島極","877527.00","818699.00","58828.00","0.00","0.00","58828.00","71460.00","--","-12632.00","4180.00","-8452.00","-1028.00","-7424.00","--","--","-7424.00","-2175.00","--","-9599.00","-7424.00","--","--","-9599.00","--","--","-0.17"
"110/05/29","104","4","3118","進階","519965.00","316612.00","203353.00","--","--","203353.00","117870.00","--","85483.00","9587.00","95070.00","16678.00","78392.00","--","--","78392.00","1238.00","--","79630.00","--","--","--","--","--","--","2.42"
"110/05/29","104","4","3122","笙泉","571986.00","356924.00","215062.00","--","--","215062.00","174064.00","--","40998.00","9668.00","50666.00","10857.00","39809.00","--","--","39809.00","-1602.00","--","38207.00","39809.00","--","0.00","38207.00","--","0.00","1.04"
"110/05/29","104","4","3128","昇銳","736348.00","585299.00","151049.00","--","--","151049.00","150514.00","--","535.00","6404.00","6939.00","1461.00","5478.00","--","--","5478.00","-5500.00","--","-22.00","2673.00","--","2805.00","-2349.00","--","2327.00","0.06"
"110/05/29","104","4","3131","弘塑","1998035.00","1049600.00","948435.00","--","--","948435.00","465384.00","--","483051.00","14465.00","497516.00","92483.00","405033.00","--","--","405033.00","52738.00","--","457771.00","405033.00","--","--","457771.00","--","--","16.41"
"110/05/29","104","4","3141","晶宏","1091953.00","603089.00","488864.00","--","--","488864.00","410916.00","--","77948.00","16160.00","94108.00","11109.00","82999.00","--","--","82999.00","-870.00","--","82129.00","82999.00","--","--","82129.00","--","--","0.88"
"110/05/29","104","4","3144","新揚科","2011313.00","1595940.00","415373.00","--","--","415373.00","216437.00","--","198936.00","-37166.00","161770.00","37157.00","124613.00","--","--","124613.00","-4398.00","--","120215.00","124468.00","--","145.00","121359.00","--","-1144.00","1.24"
"110/05/29","104","4","3147","大綜","2704437.00","2386820.00","317617.00","--","--","317617.00","214876.00","--","102741.00","10032.00","112773.00","21994.00","90779.00","--","--","90779.00","-990.00","--","89789.00","90779.00","--","--","89789.00","--","--","3.03"
"110/05/29","104","4","3152","璟德","1761223.00","680391.00","1080832.00","--","--","1080832.00","214876.00","--","865956.00","53369.00","919325.00","156285.00","763040.00","--","--","763040.00","-813.00","--","762227.00","--","--","--","--","--","--","11.06"
"110/05/29","104","4","3162","精確","790958.00","649260.00","141698.00","--","--","141698.00","138752.00","--","2946.00","-18767.00","-15821.00","-7377.00","-8444.00","--","--","-8444.00","-8412.00","--","-16856.00","-8444.00","--","--","-16856.00","--","--","-0.15"
"110/05/29","104","4","3163","波若威","2402419.00","2159000.00","243419.00","--","--","243419.00","279210.00","--","-35791.00","-12506.00","-48297.00","21859.00","-70156.00","--","--","-70156.00","-16093.00","--","-86249.00","-70156.00","--","--","-86249.00","--","--","-0.97"
"110/05/29","104","4","3169","亞信","625416.00","382961.00","242455.00","--","--","242455.00","170358.00","--","72097.00","6590.00","78687.00","16801.00","61886.00","--","--","61886.00","4938.00","--","66824.00","62363.00","--","-477.00","68458.00","--","-1634.00","1.21"
"110/05/29","104","4","3171","新洲","1733799.00","1366563.00","367236.00","--","--","367236.00","290785.00","--","76451.00","19812.00","96263.00","13076.00","83187.00","--","--","83187.00","-748.00","--","82439.00","83187.00","--","--","82439.00","--","--","1.41"
"110/05/29","104","4","3176","基亞","363004.00","271764.00","91240.00","--","--","91240.00","843125.00","--","-751885.00","2190.00","-749695.00","-90951.00","-658744.00","--","--","-658744.00","2766.00","--","-655978.00","-540928.00","--","-117816.00","-538162.00","--","-117816.00","-3.90"
"110/05/29","104","4","3178","公準","962084.00","745983.00","216101.00","--","--","216101.00","122663.00","--","93438.00","-7890.00","85548.00","13965.00","71583.00","--","--","71583.00","-3581.00","--","68002.00","73427.00","--","-1844.00","69950.00","--","-1948.00","2.05"
"110/05/29","104","4","3188","鑫龍騰","185883.00","139824.00","46059.00","--","--","46059.00","73202.00","--","-27143.00","-3647.00","-30790.00","0.00","-30790.00","--","--","-30790.00","53.00","--","-30737.00","-30790.00","--","--","-30737.00","--","--","-0.61"
"110/05/29","104","4","3191","和進","593741.00","565632.00","28109.00","--","--","28109.00","180897.00","--","-152788.00","10026.00","-142762.00","-8262.00","-134500.00","--","--","-134500.00","-5258.00","--","-139758.00","-134500.00","--","--","-139758.00","--","--","-2.46"
"110/05/29","104","4","3202","樺晟","2305319.00","2119652.00","185667.00","--","--","185667.00","250343.00","--","-64676.00","39236.00","-25440.00","7239.00","-32679.00","--","--","-32679.00","24459.00","--","-8220.00","-23163.00","--","-9516.00","2155.00","--","-10375.00","-0.24"
"110/05/29","104","4","3205","佰研","1239924.00","753819.00","486105.00","--","--","486105.00","184581.00","--","301524.00","21838.00","323362.00","22663.00","300699.00","0.00","--","300699.00","-443.00","--","300256.00","300699.00","--","--","300256.00","--","--","11.81"
"110/05/29","104","4","3206","志豐","1552782.00","1144289.00","408493.00","--","--","408493.00","313017.00","--","95476.00","18024.00","113500.00","24995.00","88505.00","--","--","88505.00","2399.00","--","90904.00","88505.00","0.00","0.00","90904.00","0.00","0.00","2.03"
"110/05/29","104","4","3207","耀勝","1003471.00","912972.00","90499.00","--","--","90499.00","159462.00","0.00","-68963.00","15127.00","-53836.00","20337.00","-74173.00","--","--","-74173.00","-10326.00","--","-84499.00","-72883.00","--","-1290.00","-83128.00","--","-1371.00","-1.90"
"110/05/29","104","4","3211","順達","21617333.00","20471837.00","1145496.00","--","--","1145496.00","625658.00","--","519838.00","462690.00","982528.00","284664.00","697864.00","--","--","697864.00","-66785.00","--","631079.00","697864.00","--","--","631079.00","--","--","4.64"
"110/05/29","104","4","3213","茂訊","2071096.00","1558203.00","512893.00","-453.00","--","513346.00","258927.00","--","254419.00","30469.00","284888.00","51310.00","233578.00","--","--","233578.00","-8194.00","--","225384.00","--","--","--","--","--","--","3.98"
"110/05/29","104","4","3217","優群","1248979.00","874994.00","373985.00","--","--","373985.00","308888.00","--","65097.00","46094.00","111191.00","18422.00","92769.00","--","--","92769.00","40671.00","--","133440.00","92769.00","--","0.00","133440.00","--","0.00","1.11"
"110/05/29","104","4","3218","大學光","1014238.00","448643.00","565595.00","--","--","565595.00","473428.00","--","92167.00","8160.00","100327.00","19259.00","81068.00","--","--","81068.00","-2550.00","--","78518.00","81068.00","--","0.00","78518.00","--","0.00","1.23"
"110/05/29","104","4","3219","倚強科","171172.00","114624.00","56548.00","--","--","56548.00","61063.00","--","-4515.00","600.00","-3915.00","0.00","-3915.00","--","--","-3915.00","4539.00","--","624.00","-3915.00","--","--","624.00","--","--","-0.17"
"110/05/29","104","4","3221","台嘉碩","1749085.00","1423974.00","325111.00","--","--","325111.00","235292.00","--","89819.00","31612.00","121431.00","14929.00","106502.00","--","--","106502.00","-23922.00","--","82580.00","107060.00","--","-558.00","83115.00","--","-535.00","1.25"
"110/05/29","104","4","3224","三顧","2153401.00","1956273.00","197128.00","--","--","197128.00","202919.00","--","-5791.00","12737.00","6946.00","5193.00","1753.00","--","--","1753.00","1798.00","--","3551.00","1753.00","--","--","3551.00","--","--","0.05"
"110/05/29","104","4","3226","至寶電","1103292.00","823437.00","279855.00","--","--","279855.00","94640.00","--","185215.00","28716.00","213931.00","12858.00","201073.00","--","--","201073.00","-456.00","--","200617.00","201073.00","--","0.00","200617.00","--","0.00","3.12"
"110/05/29","104","4","3227","原相","4320267.00","2169926.00","2150341.00","0.00","0.00","2150341.00","1946586.00","--","203755.00","154542.00","358297.00","75716.00","282581.00","--","--","282581.00","-222711.00","--","59870.00","308349.00","--","-25768.00","85638.00","--","-25768.00","2.40"
"110/05/29","104","4","3228","金麗科","272493.00","88429.00","184064.00","--","--","184064.00","242967.00","--","-58903.00","874.00","-58029.00","0.00","-58029.00","--","--","-58029.00","-37.00","--","-58066.00","--","--","--","--","--","--","-0.93"
