"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1215 - 卜蜂","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/19","        337,711,587","        453,081,156","        610,440,577","        308,805,687","0.80000000","0.0","        185,621,470","0.50000000","0.0","         11,601,342","                  0","          4,116,000","                  0","                  0","0.00000","無","","本公司所處產業正值穩定成長階段，考量本公司資金需求及滿足股東對現金流入之需求，本公司每年決算如有盈餘，於依法繳納一切稅捐及彌補以前年度虧損後，應先提出百分之十為法定盈餘公積，再就當年度發生之帳列股東權益減項金額提列特別盈餘公積。如尚有盈餘，依下列順序分配之：
(1)董監事酬勞：由董事會擬定提報股東會。
(2)員工紅利：百分之一以上。
(3)股東紅利：依前兩項分配後之餘額，連同以前年度累積未分配盈餘分派之。其中現金股利不得低於分派股利總數之百分之十，惟每股現金股利低於新台幣0.1元時，則將現金股利改以股票股利發放之。","",
"1216 - 統一","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/24","      3,618,666,776","     12,764,240,930","     12,031,047,295","      1,207,179,022","1.50000000","0.0","      7,731,334,483","0.60000000","0.0","        309,253,379","        228,478,232","      1,068,486,193","                  0","                  0","0.00000","無","","股東紅利應為累積可分配盈餘之50%至100%，現金股利比率不低於當年度股利分配總額之30%。","",
"1217 - 愛之味","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/26","                  0","       -134,670,207","       -220,932,362","       -220,932,362","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第三十條
公司年度總決算如有盈餘，除預提應繳稅捐，彌補歷年虧損外，應先提撥百分之十為法定盈餘公積及就當年度發生之股東權益減項金額提列或迴轉特別盈餘公積，於優先發放特別股當年度應分派及以前各年度累積未分派之股息後，其餘依下列順序分派之（一）董監事酬勞百分之一（二）員工紅利百分之一（三）餘額除保留部份不分配外由董事會擬具盈餘分配案，提報股東會決議後分配之。
食品產業所處環境多變，本公司正值穩定成長階段。為因應業務成長資金需求及長期財務規劃以求永續發展，由尚可分配盈餘提撥五十％（含）以上為股利分派原則。本公司發放股票股利及現金股利兩種，依公司成長率兼考量資本支出情形，優先分派股票股利。其餘得分派現金股利，比率不低於當年度股利分配總額之十％（含），但現金股利每股若低於0.1元則不予發放，改以股票股利發放。","",
"1218 - 泰山","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/19","       -122,252,478","       -119,395,783","       -277,791,486","       -277,791,486","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","","無","","本公司目前產業發展成熟，獲利穩定，惟鑑於未來數年仍有重大之擴充產能及垂直發展之計劃，故盈餘之分派，為就當年度盈餘依法提列法定盈餘公積、及依證券交易法第四十一條規定提列或迴轉特別盈餘公積後，如尚有餘額，提撥員工紅利百分之二以上，董事、監察人酬勞百分之五後，其餘額加計以前年度累積未分配盈餘，由董事會擬具分派議案，提請股東會決議分派之。惟應就當年度股利分配總額之百分之三十以上，以現金股利分派之，其餘以股票股利方式發放。本公司得分配員工股票紅利給從屬公司之員工。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1219 - 福壽","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/26","         85,650,187","         28,143,181","        108,636,435","         61,658,199","0.15000000","0.0","         46,978,236","0.0","0.0","                  0","          1,321,715","            264,343","                  0","                  0","0.00000","無","","本公司所處產業環境多變，企業生命週期正值穩定成熟階段，考量本公司未
來資金需求及長期財務規劃，並滿足股東對現金流入之需求。
本公司每年決算後如有盈餘，除依法繳納營利事業所得稅及彌補以往虧損
外，應先提列百分之十法定盈餘公積，並依法提列或迴轉特別盈餘公積後，
如尚有餘額為本期可分配數，股東紅利依本期可分配數連同以前年度累積未
分配盈餘提撥40%至90%分派之，其中現金股利不得低於股利總數百分之
十，若現金股利每股低於0.1元，改以股票股利發放。
董事、監察人酬勞為本期可分配數百分之五，員工紅利為本期可分配數百分
之一。
前述盈餘分派由董事會擬具議案，提股東會議議決。","",
"1220 - 台榮","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/19","         59,964,795","         57,270,611","        111,508,345","         49,531,065","0.35000000","0.0","         61,977,280","0.0","0.0","                  0","          2,577,177","          2,577,178","                  0","                  0","0.00000","無","","第二十七條 本公司所處產業環境多變，企業生命週期正值穩定成長階段，考量本公司未
來資金需求及長期財務規劃，並滿足股東對現金流入之需求，本公司每年決
算後如有盈餘，除依法繳納營利事業所得稅及彌補以往年度虧損外，應先提
撥百分之十法定盈餘公積及就當年度發生之股東權益減項金額提列特別盈餘
公積，如尚有餘，提撥百分之五為董事及監察人酬勞，百分之五為員工紅利，
其餘連同上一年度累積未分配盈餘提撥百分之五十至八十作為股東股利，其
中現金股利部分不得低於股東股利總數之百分之十。惟若董事會決議分派股
利當時，本公司股價於前一日收盤價低於面額時得全數發放現金股利。
如有前一年累積或當年度發生但當年度稅後盈餘不足提列之股東權益減項，
應自前一年度累積未分配盈餘提列相同數額之特別盈餘公積，並於提撥供分
派股東股利前先行扣除。","",
"1225 - 福懋油","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/26","         11,271,627","         62,239,621","         65,817,954","         15,458,851","0.25000000","0.0","         50,359,103","0.0","0.0","                  0","          2,797,728","          2,797,728","                  0","                  0","0.00000","無","","本公司之股利發放政策，係以維持公司長期財務結構之健全及未來營運之成長與擴展為原則，以分派股票股利以保留所需之資金，其餘部份得以現金股利方式分派，惟現金股利不得少於股利總額之百分之十。
倘每股分配現金股利不足0.1元時，則不予分派現金股利。","",
"1227 - 佳格","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/18","        490,562,106","      1,859,582,354","      2,326,178,657","        487,390,667","1.60000000","0.0","      1,057,811,045","0.90000000","0.0","         59,501,871","         16,736,241","         23,430,738","                  0","                  0","0.00000","無","","本公司每年總決算如有當期淨利，應彌補虧損，並提撥法定盈餘公積及依法令所需提列之特別盈餘公積或迴轉特別盈餘公積後，再就其餘額提撥不低於百分之一為員工紅利，百分之一為董事監察人酬勞金，若另有餘額時，將連同期初累積未分配盈餘及當年度未分配盈餘調整數額提撥百分之三十至百分之百做為股東股利，其中現金股利為可分配股利之百分之三十至百分之百，惟若有重大投資計劃且無法取得其他資金支應者，得將現金股利發放比例降為可分配股利之百分之五至百分之二十。","",
"1229 - 聯華","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/26","      4,341,147,030","      1,334,287,523","      5,820,174,775","      4,965,883,731","1.00000000","0.0","        854,291,044","0.0","0.0","                  0","          8,000,000","         24,017,175","                  0","                  0","0.00000","無","","本公司正值穩定成長階段，且大部分盈餘來自權益法認列之轉投資公司，為求公司永續經營及長遠發展，本公司年度決算之盈餘，除依法彌補以往年度虧損及扣繳稅捐外，應先提列百分之十為法定盈餘公積，並依法令規定提列特別盈餘公積，餘得就其餘額提列至少千分之五為員工紅利，其餘得連同以前年度累積未分配盈餘由董事會擬具分配議案提請股東會承認後分派之。
上述員工紅利如以股票方式發放，本公司之從屬公司之員工符合一定條件時，亦得分配之，其一定條件授權董事長訂定之。
前述盈餘分配比率及股東現金股利之比率，得由董事會考量公司財務結構、未來資金需求及獲利情形，以現金股利不得低於股利總數百分之十擬定之，惟經股東會同意得調整之。","",
"1231 - 聯華食","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/19","        514,261,350","        342,638,575","        724,926,102","        433,989,612","1.00000000","0.0","        132,243,860","","","         15,869,263","          6,167,493","          6,167,496","                  0","                  0","0.00000","無","","本公司所處環境多變，企業生命週期正值成熟穩定階段，並考量本公司未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，本公司每年決算後如有盈餘，依法完納一切稅捐後，應先彌補以往年度虧損，再依法提撥法定盈餘公積百分之十，並按法令規定提列或迴轉特別盈餘公積後，如尚有盈餘依下列百分比分配之：
一、董事、監察人酬勞百分之二。
二、員工紅利百分之二。
三、其餘額連同上年度累積未分配盈餘，以不超過百分之九十範圍內由董事會擬定分配案，提請股東會議定之。而其中現金股利之金額，不得低於當年度發放股利總數之20%。","",
"1232 - 大統益","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/11","        102,808,160","        706,874,963","        748,021,515","        140,116,838","3.80000000","0.0","        607,904,677","0.0","0.0","                  0","         13,422,346","         13,422,346","                  0","                  0","","無","","股東紅利應為可供分配盈餘總額50%-100%，
本公司股利政策係考慮公司未來之資本支出
預算及資金需求，並衡量以盈餘支應資金需求
之必要性，以分派現金股利為優先。","",
"1233 - 天仁","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/11","         17,403,939","        230,962,747","        204,735,241","            903,358","2.25000000","0.05000000","        208,361,480","0.0","0.0","                  0","          5,363,997","          5,363,997","                  0","                  0","","無","","本公司年度結算，如有盈餘，依下列順序分派之。
一、提繳稅款。
二、彌補以往年度虧損。
三、提存百分之十為法定盈餘公積。
四、依一至三款規定數分配後，其餘額得經股東會決議保留不分配或分配一部份，其分配比例如下:
(一)股東紅利百分之九十五。
(二)董監事酬勞百分之二、五。
(三)員工紅利百分之二、五。","",
"1234 - 黑松","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/24","      6,694,880,668","        312,119,617","      7,064,968,885","      6,261,226,697","2.00000000","0.0","        803,742,188","0.0","0.0","                  0","         25,116,943","          8,372,315","                  0","                  0","","無","","第卅二條  本公司每年決算後如有盈餘，除依法繳納營利事業所得稅及彌補以往年度虧損外，應先提撥百分之十為法定盈餘公積，及就當年度發生之股東權益減項金額提列特別盈餘公積後，加計上年度累積未分配盈餘由董事會視實際需要保留全部或部份盈餘不予分派後，按下列比例擬定分派案經股東會決議分派之：
1. 董事、監察人酬勞金百分之三。
2. 員工紅利百分之一。
3. 股東股利百分之九十六，其中現金股利以不低於股利總數之百分之三十為原則。","",
"1235 - 興泰","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/16","         36,365,542","        -45,636,874","          7,011,954","          7,011,954","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司所營事業環境多變，目前正值生命週期成熟階段，為考量公司永續經營，未來資本支出預算與獲利情形，並滿足股東對現金流入之需求，本公司每年度決算如有盈餘，除依法提繳所得稅及彌補以往年度虧損外，應先就其餘額提存百分之十為法定盈餘公積及就當年度發生之股東權益減項金額提列特別盈餘公積，如尚有餘額連同上一年度累積未分配盈餘提撥百分之五十以上，由董事會依下列方式擬具盈餘分派案提請股東會決議分派之。
(1)員工紅利百分之三。
(2)董監事酬勞百分之五。
(3)股東股利百分之九十二。
董事會擬具之盈餘分派案，其發放方式以現金股利為主，但現金股利每股若低於0.1元則不發放或改發股票股利。如遇有重要投資事項及有必要改善公司財務結構時，亦可由董事會擬案，改發放部份或全部股票股利，提請股東會決議調整之。","",
"1236 - 宏亞","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","         75,312,129","        136,167,629","        223,096,838","         82,251,575","1.30000000","0.0","        140,845,263","0.0","0.0","                  0","          2,996,708","          5,993,415","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，應先提繳所得稅，彌補以往年度虧損，次提法定盈餘公積，並依法提列或迴轉特別盈餘公積後，再就其餘額，連同上年度累積未分配盈餘作為可供分配盈餘。公司得視需要，就可供分配之盈餘酌予保留不分配外，餘依下列百分比分配之：
1.股息及股東紅利94%。
2.董事及監察人酬勞2%。
3.員工紅利4%。","",
"1256 - 鮮活果汁-KY","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","        131,268,799","        216,454,008","        326,077,406","        167,317,406","5.00000000","0.0","         88,200,000","4.00000000","0.0","          7,056,000","          2,140,000","                  0","                  0","                  0","0.00000","無","","124 (C)本公司於會計年度終了時如有當期淨利，應先彌補虧損，次提百分之十為法定盈餘公積。但法定盈餘公積已達資本總額時，不在此限。如尚有盈餘，除本章程另有規定外，得由股東常會以普通決議分派之，其分派順序如下:
(a)以0%-5%作為員工紅利。員工紅利依公司法或適用之掛牌規則以股票發放時，其對象得包括符合一定條件之從屬公司員工，該條件得由董事會訂定之。
(b)2%以下作為董事及監察人酬勞。
(c)剩餘者，得依股東持股比例，派付股東股息及紅利。惟應依開曼公司法及適用之掛牌規則之規定，在考量財務、業務及經營因素後，以不低於當期淨利20%，作為股東股息或紅利進行分配。股東股利採股票股利及現金股利兩種方式互相配合方式發放（不滿一股之金額，以現金分派之），其中現金股利占股利總額不低於百分之三十。","",
"1301 - 台塑","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/13","     27,678,428,752","     20,715,840,532","     40,909,600,918","     28,814,693,434","1.90000000","0.0","     12,094,907,484","0.0","0.0","                  0","                  0","         30,000,216","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘應先完納稅捐，彌補虧損，再提百分之十法定盈餘公積，並於必要時酌提特別盈餘公積，次提股息，當年度如尚有餘（以下稱扣息後可分配盈餘），併同以前年度累積未分配盈餘，由董事會擬具股東紅利分配案，提請股東常會決議分派之。","",
"1303 - 南亞","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/19","      4,454,012,850","     25,271,587,685","     19,672,237,754","      4,603,676,735","1.90000000","0.0","     15,068,561,019","0.0","0.0","                  0","                  0","         16,916,982","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘應先完納稅捐，彌
補虧損，再提百分之十法定盈餘公積，並於
必要時得酌提特別盈餘公積，次提股息，當
年度如尚有盈餘，（以下稱扣息後可分配盈
餘），併同以前年度累積未分配盈餘，由董
事會擬具股東紅利分配案，提請股東常會決
議分派之。","",
"1304 - 台聚","股東會確認","102年 年度","102/01/01~102/12/31","1","0","103/06/06","      2,001,729,287","        817,163,820","      2,714,073,170","      2,028,511,751","0.60000000","0.0","        685,561,419","0.0","0.0","                  0","          5,000,000","            740,000","                  0","                  0","0.00000","無","","本公司每年度決算後如有稅後盈餘，應先彌補以往年度虧損，如尚有餘額，於提撥百分之十法定盈餘公積後，為當年度可分配盈餘，再連同以前年度累積未分配盈餘及依法令或主管機關規定提列或轉回特別盈餘公積後之餘額，作為累積可分配之盈餘，由董事會擬定盈餘分配案後，提請股東會決議，股東會得視業務狀況保留全部或部分盈餘。如股東會決議分派盈餘者，其中董事及監察人酬勞不超過當年度可分配盈餘數之百分之一，員工紅利不低於當年度可分配盈餘數之千分之一。
上述員工紅利如以股票方式發放，本公司之從屬公司員工符合一定條件時，亦得分配之。其一定條件由董事長訂定之。
決議分派盈餘時，因本公司產業屬於成熟期，為考量研發需求及多角化經營，股東股利不低於當年度可分配盈餘之百分之十，其中現金股利不低於全部股利之百分之十。惟如當年度每股可分配盈餘低於零點一元時，得不分派。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
