"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1213 - 大飲","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/05/30","         37,114,104","         11,438,208","         47,005,047","         47,005,047","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","","無","","本公司每年決算如有盈虧，除儘先彌補以往年度虧損外，應於完納稅捐以後先提百分之十法定盈餘公積，次付股息，如尚有餘額其不低於百分之一作為員工紅利，另董監事獎勵金不低於百分之五，其餘由董事會擬具方案提請股東會議分配之。","",
"1215 - 卜蜂","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/21","        245,564,006","        308,632,278","        523,333,057","        337,711,587","0.80000000","0.0","        185,621,470","0.0","0.0","                  0","                  0","          2,809,000","                  0","                  0","0.00000","無","","本公司所處產業正值穩定成長階段，考量本公司資金需求及滿足股東對現金流入之需求，本公司每年決算如有盈餘，於依法繳納一切稅捐及彌補以前年度虧損後，應先提出百分之十為法定盈餘公積，再就當年度發生之帳列股東權益減項金額提列特別盈餘公積。如尚有盈餘，依下列順序分配之：
(1)董監事酬勞：由董事會擬定提報股東會。
(2)員工紅利：百分之一以上。
(3)股東紅利：依前兩項分配後之餘額，連同以前年度累積未分配盈餘分派之。其中現金股利不得低於分派股利總數之百分之十，惟每股現金股利低於新台幣0.1元時，則將現金股利改以股票股利發放之。","",
"1216 - 統一","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/25","      2,177,010,115","     12,407,339,659","     13,343,615,808","      3,618,666,776","1.40000000","0.0","      6,807,464,322","0.60000000","0.0","        291,748,471","        223,332,114","      1,017,561,122","                  0","                  0","0.00000","無","","股東紅利應為累積可分配盈餘之50%至100%，現金股利比率不低於當年度股利分配總額之30%。","",
"1217 - 愛之味","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/28","         34,117,887","         51,104,187","                  0","                  0","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第三十條
公司年度總決算如有盈餘，除預提應繳稅捐，彌補歷年虧損外，應先提撥百分之十為法定盈餘公積及就當年度發生之股東權益減項金額提列或迴轉特別盈餘公積，於優先發放特別股當年度應分派及以前各年度累積未分派之股息後，其餘依下列順序分派之（一）董監事酬勞百分之一（二）員工紅利百分之一（三）餘額除保留部份不分配外由董事會擬具盈餘分配案，提報股東會決議後分配之。
食品產業所處環境多變，本公司正值穩定成長階段。為因應業務成長資金需求及長期財務規劃以求永續發展，由尚可分配盈餘提撥五十％（含）以上為股利分派原則。本公司發放股票股利及現金股利兩種，依公司成長率兼考量資本支出情形，優先分派股票股利。其餘得分派現金股利，比率不低於當年度股利分配總額之十％（含），但現金股利每股若低於0.1元則不予發放，改以股票股利發放。","",
"1218 - 泰山","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/20","         20,884,683","       -209,885,274","       -122,252,478","       -122,252,478","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","","無","","本公司目前產業發展成熟，獲利穩定，惟鑑於未來數年仍有重大之擴充產能及垂直發展之計劃，故盈餘之分派，為就當年度盈餘依法提列法定盈餘公積、及依證券交易法第四十一條規定提列或迴轉特別盈餘公積後，如尚有餘額，提撥員工紅利百分之二以上，董事、監察人酬勞百分之五後，其餘額加計以前年度累積未分配盈餘，由董事會擬具分派議案，提請股東會決議分派之。惟應就當年度股利分配總額之百分之三十以上，以現金股利分派之，其餘以股票股利方式發放。本公司得分配員工股票紅利給從屬公司之員工。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1219 - 福壽","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/18","        235,468,729","        -57,704,352","        177,764,377","         85,650,187","0.10000000","0.0","         30,704,730","0.20000000","0.0","          6,140,946","                  0","                  0","                  0","                  0","0.00000","無","","本公司所處產業環境多變，企業生命週期正值穩定成熟階段，考量本公司未
來資金需求及長期財務規劃，並滿足股東對現金流入之需求。
本公司每年決算後如有盈餘，除依法繳納營利事業所得稅及彌補以往虧損
外，應先提列百分之十法定盈餘公積，並依法提列或迴轉特別盈餘公積後，
如尚有餘額為本期可分配數，股東紅利依本期可分配數連同以前年度累積未
分配盈餘提撥40%至90%分派之，其中現金股利不得低於股利總數百分之
十，若現金股利每股低於0.1元，改以股票股利發放。
董事、監察人酬勞為本期可分配數百分之五，員工紅利為本期可分配數百分
之一。
前述盈餘分派由董事會擬具議案，提股東會議議決。","",
"1220 - 台榮","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/18","        -25,354,569","        143,327,613","        106,175,740","         35,344,562","0.40000000","0.0","         70,831,178","0.0","0.0","                  0","          5,308,787","          5,308,787","                  0","                  0","0.00000","無","","第二十七條 本公司所處產業環境多變，企業生命週期正值穩定成長階段，考量本公司未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，本公司每年決算後如有盈餘，除依法繳納營利事業所得稅及彌補以往年度虧損外，應先提撥百分之十法定盈餘公積及就當年度發生之股東權益減項金額提列特別盈餘公積，如尚有餘，提撥百分之五為董事及監察人酬勞，百分之五為員工紅利，其餘連同上一年度累積未分配盈餘提撥百分之五十至八十作為股東股利，其中現金股利部分不得低於股東股利總數之百分之十。惟若董事會決議分派股利當時，本公司股價於前一日收盤價低於面額時得全數發放現金股利。
如有前一年累積或當年度發生但當年度稅後盈餘不足提列之股東權益減項，應自前一年度累積未分配盈餘提列相同數額之特別盈餘公積，並於提撥供分派股東股利前先行扣除。","",
"1225 - 福懋油","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/25","         13,003,011","         39,722,030","         48,752,838","         11,271,627","0.20000000","0.20000000","         74,962,422","0.0","0.0","                  0","          2,082,290","          2,082,290","                  0","                  0","0.00000","無","","第卅二條：本公司之股利發放政策，係以維持公司長期財務結構之健全及未來營運之成長與擴展為原則，以分派股票股利以保留所需之資金，其餘部份得以現金股利方式分派，惟現金股利不得少於股利總額之百分之十。
倘每股分配現金股利不足0.1元時，則不予分派現金股利。","",
"1227 - 佳格","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/14","        541,916,686","      2,238,062,336","      2,779,979,022","        544,032,214","2.00000000","0.0","      1,149,794,614","1.50000000","0.0","         86,234,596","         20,142,560","         28,199,586","                  0","                  0","0.00000","無","","本公司每年總決算如有盈餘，應依法完納稅捐，彌補已往年度虧損，並提撥法定盈餘公積及依法令所需提列之特別盈餘公積或迴轉特別盈餘公積後，若再有餘額時，提撥不低於百分之一為員工紅利，百分之一為董事監察人酬勞金，另有餘額時，將連同以前年度未分配盈餘提撥百分之三十至百分之百做為股東股利，其中現金股利為可分配股利之百分之三十至百分之百，惟若有重大投資計劃且無法取得其他資金支應者，得將現金股利發放比例降為可分配股利之百分之五至百分之二十。","",
"1229 - 聯華","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/25","      3,775,724,150","      1,576,159,902","      5,193,575,074","      4,341,147,030","1.00000000","0.0","        852,428,044","0.0","0.0","                  0","          8,000,000","         28,370,878","                  0","                  0","0.00000","無","","本公司正值穩定成長階段，且大部分盈餘來自權益法認列之轉投資公司，為求公司永續經營及長遠發展，本公司年度決算之盈餘，除依法彌補以往年度虧損及扣繳稅捐外，應先提列百分之十為法定盈餘公積，並依法令規定提列特別盈餘公積，餘除派付股息後，得就其餘額提列至少千分之五為員工紅利，其餘得連同以前年度累積未分配盈餘由董事會擬具分配議案提請股東會承認後分派之。上述員工紅利如以股票方式發放，本公司之從屬公司之員工符合一定條件時，亦得分配之，其一定條件授權董事長訂定之。前述盈餘分配比率及股東現金股利之比率，得由董事會考量公司財務結構、未來資金需求及獲利情形，以現金股利不得低於股利總數百分之十擬定之，惟經股東會同意得調整之。","",
"1231 - 聯華食","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/21","        467,613,562","        367,156,738","        759,157,390","        514,261,350","1.20000000","0.0","        146,937,620","0.80000000","0.0","          9,795,842","          5,830,876","          5,830,877","                  0","                  0","0.00000","無","","本公司所處環境多變，企業生命週期正值成熟穩定階段，並考量本公司未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，本公司每年決算後如有盈餘，除依法完納一切稅捐外，應先彌補以往年度虧損外，應先提撥法定盈餘公積百分之十及就當年度發生之股東權益減項金額提列特別盈餘公積，如尚有盈餘依下列百分比分配之：
一、董事、監察人酬勞百分之二。
二、員工紅利百分之二。
三、其餘額連同上年度累積未分配盈餘，以不超過百分之九十範圍內由董事會擬定分配案，提請股東會議定之。而其中現金股利之金額，不得低於當年度發放股利總數之20%。","",
"1232 - 大統益","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/11","        184,520,721","        443,581,229","        639,420,545","        191,490,783","2.80000000","0.0","        447,929,762","0.0","0.0","                  0","          9,097,996","          9,097,996","                  0","                  0","","無","","摘錄公司章程第二十八條：
本公司每年決算後如有盈餘，除依法繳納營利事業所得稅，彌補以往年度虧損外，如尚有餘額，應先提法定盈餘公積百分之十，並依法提列或迴轉特別盈餘公積後，為本期可分配數，再加計上年度累積未分配盈餘後，為可供分配盈餘總額，由董事會依據未來業務或轉投資需要，擬具盈餘分派議案，提請股東會承認後分配之。但其中股東紅利應為可供分配盈餘總額之50%~100%。","",
"1233 - 天仁","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/17","         16,943,162","        231,646,515","        225,765,419","         17,403,939","2.30000000","0.0","        208,361,480","0.0","0.0","                  0","          5,483,197","          5,483,197","                  0","                  0","0.00000","無","","股東紅利百分之95
董監酬勞百分之2.5
員工紅利百分之2.5","",
"1234 - 黑松","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/25","        732,279,702","      8,113,523,643","      8,034,450,981","      6,694,880,668","2.50000000","0.0","      1,339,570,313","0.0","0.0","                  0","         41,861,573","         13,953,857","                  0","                  0","","無","","第 卅二 條 本公司每年決算後如有盈餘，除依法繳納營利事業所得稅及彌補以往年度虧損外，應先提撥百分之十為法定盈餘公積，及就當年度發生之股東權益減項金額提列特別盈餘公積後，加計上年度累積未分配盈餘由董事會視實際需要保留全部或部份盈餘不予分派後，按下列比例擬定分派案經股東會決議分派之：
1. 董事、監察人酬勞金百分之三。
2. 員工紅利百分之一。
3. 股東股利百分之九十六，其中現金股利以不低於股利總數之百分之三十為原則。","",
"1235 - 興泰","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/10","         23,396,962","         14,409,533","         36,365,542","         36,365,542","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","","無","","本公司所營事業環境多變，目前正值生命週期成熟階段，為考量公司永續經營，未來資本支出預算與獲利情形，並滿足股東對現金流入之需求，本公司每年度決算如有盈餘，除依法提繳所得稅及彌補以往年度虧損外，應先就其餘額提存百分之十為法定盈餘公積及就當年度發生之股東權益減項金額提列特別盈餘公積，如尚有餘額連同上一年度累積未分配盈餘提撥百分之五十以上，由董事會依下列方式擬具盈餘分派案提請股東會決議分派之。
(1)	員工紅利百分之三。
(2)	董監事酬勞百分之五。
(3)	股東股利百分之九十二。
董事會擬具之盈餘分派案，其發放方式以現金股利為主，但現金股利每股若低於0.1元則不發放或改發股票股利。如遇有重要投資事項及有必要改善公司財務結構時，亦可由董事會擬案，改發放部份或全部股票股利，提請股東會決議調整之。","",
"1236 - 宏亞","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/18","         80,852,591","        138,931,783","        151,151,886","         75,312,129","0.70000000","0.0","         75,839,757","0.0","0.0","                  0","          1,613,612","          3,227,224","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，應先提繳所得稅，彌補以往年度虧損後，依法提列法定盈餘公積百分之十後，再就其餘額，連同上年度累積未分配盈餘作為可供分配盈餘。公司得視需要，就可供分配之盈餘酌予保留不分配外，餘依下列百分比分配之：
一、股息及股東紅利百分之九十四。
二、董事及監察人酬勞百分之二。
三、員工紅利百分之四。","",
"1256 - 鮮活果汁-KY","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/04","         82,833,344","         93,017,172","        166,548,799","        131,268,799","2.00000000","0.0","         35,280,000","0.0","0.0","                  0","            920,000","          4,580,000","                  0","                  0","","無","","124.(C)本公司於會計年度終了時如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積。但法定盈餘公積已達資本總額時，不在此限。如尚有盈餘，除本章程另有規定外，得由股東常會以普通決議分派之，其分派順序如下:
(a)以5%~10%作為員工紅利。員工紅利依公司法或適用之掛牌規則以股票發放時，其對象得包括符合一定條件之從屬公司員工，該條件得由董事會訂定之。
(b)2%以下作為董事及監察人酬勞。
(c)剩餘者，得依股東持股比例，派付股東股息及紅利。惟應依開曼公司法及適用之掛牌規則之規定，在考量財務、業務及經營因素後，以不低於當年度稅後盈餘20%，作為股東股息或紅利進行分配。股東股利採股票股利及現金股利兩種方式互相配合方式發放（不滿一股之金額，以現金分派之），其中現金股利占股利總額不低於百分之三十。","",
"1301 - 台塑","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/14","     24,275,608,105","     14,662,520,003","     37,471,876,108","     27,678,428,752","1.20000000","0.0","      7,345,085,516","0.40000000","0.0","        244,836,184","                  0","         13,153,022","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘應先完納稅捐，彌補虧損，再提百分之十法定盈餘公積，並於必要時酌提特別盈餘公積，次提股息，當年度如尚有餘（以下稱扣息後可分配盈餘），併同以前年度累積未分配盈餘，由董事會擬具股東紅利分配案，提請股東常會決議分派之。","",
"1303 - 南亞","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/24","      3,800,505,244","      4,216,030,052","      7,594,932,291","      4,454,012,850","0.30000000","0.0","      2,355,689,581","0.10000000","0.0","         78,522,986","                  0","         13,643,958","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘應先完納稅捐，彌
補虧損，再提百分之十法定盈餘公積，並於
必要時得酌提特別盈餘公積，次提股息，當
年度如尚有盈餘，（以下稱扣息後可分配盈
餘），併同以前年度累積未分配盈餘，由董
事會擬具股東紅利分配案，提請股東常會決
議分派之。","",
"1304 - 台聚","股東會確認","101年 年度","101/01/01~101/12/31","1","0","102/06/10","      1,650,514,676","      1,659,794,187","      3,144,331,652","      2,001,729,287","1.00000000","0.0","      1,142,602,365","0.0","0.0","                  0","          5,000,000","          1,800,000","                  0","                  0","0.00000","無","","本公司每年決算後如有盈餘，應先依法繳納
營利事業所得稅及彌補以往年度虧損，加計
當年度調整之保留盈餘後，如尚有餘，於提
撥百分之十法定盈餘公積後，為當年度可分
配盈餘，再連同以前年度累積未分配盈餘及
依法令或主管機關規定提列或轉回特別盈餘
公積後之餘額，作為累積可供分配之盈餘，
並得經股東會決議視業務狀況酌予保留部分
盈餘後，分派股東股息、紅利、董事及監察
人酬勞及員工紅利；其中董事及監察人酬勞
不超過當年度可供分配盈餘數之百分之一，
員工紅利不低於當年度可供分配盈餘數之千
分之一。
上述員工紅利如以股票方式發放，本公司之
從屬公司員工符合一定條件時，亦得分配
之。其一定條件授權董事長訂定之。本公司
產業屬於成熟期。為考量研發需求及多角化
經營，每年分派現金股息及紅利之比例，不
低於全部股利之百分之十。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
