"","公司代號","year","本期綜合損益總額","權益總額","基本每股盈餘元","ROE","負債比例","每股參考淨值","現金股利元股","產業類別","公司簡稱"
"67","2801",108,11940857,162237195,1.16,0.0736012293605052,0.924033567605253,16.25,0.4,"金融保險業","彰銀"
"68","2809",108,7869380,40931509,2.99,0.192257265667875,0.855234179737587,36.28,1.5,"金融保險業","京城銀"
"69","2812",108,4472695,51309206,1.16,0.0871713937650877,0.924842480452612,13.83,0.28,"金融保險業","台中銀"
"70","2820",108,1614712,23855462,0.93,0.0676873078375091,0.879237039301075,17.76,0.72,"金融保險業","華票"
"71","2834",108,7581911,95516766,0.98,0.0793778026362408,0.945298736036055,13.39,0.2,"金融保險業","臺企銀"
"72","2836",108,1099026,15429610,0.72,0.0712283719419998,0.942991784875308,14.27,0.15,"金融保險業","高雄銀"
"73","2838",108,6871547,56249879,1,0.122161098337652,0.91908368871578,18.24,0.1,"金融保險業","聯邦銀"
"74","2845",108,4027945,47284413,1.08,0.0851854711615009,0.927797660835055,14.09,0.468,"金融保險業","遠東銀"
"75","2849",108,2202746,33693629,1.13,0.065375742102461,0.889915790500758,17.21,0.73,"金融保險業","安泰銀"
"76","2897",108,2465520,50816277,0.45,0.0485183123509816,0.90936993838074,12.26,0.4,"金融保險業","王道銀行"
"77","5876",108,21772165,204226325,3.5,0.106608024210395,0.901604074870834,34.35,2.05,"金融保險業","上海商銀"
"78","2801",109,6810719,165053790,0.68,0.0412636329041581,0.928654395888671,15.89,NA,"金融保險業","彰銀"
"79","2809",109,7604228,46583090,4.9,0.163240094205859,0.85686909299822,41.66,NA,"金融保險業","京城銀"
"80","2812",109,4474396,57321753,1.03,0.0780575569627119,0.922198581149924,13.81,NA,"金融保險業","台中銀"
"81","2820",109,2559415,25449442,1.18,0.100568609716472,0.883411327062857,18.95,NA,"金融保險業","華票"
"82","2834",109,4568380,98658749,0.63,0.046304864457586,0.94493368008468,13.17,NA,"金融保險業","臺企銀"
"83","2836",109,946479,16214624,0.68,0.0583719363458567,0.941285306431958,15,NA,"金融保險業","高雄銀"
"84","2838",109,4636212,60192412,0.96,0.0770231968773738,0.920544153924731,18.28,NA,"金融保險業","聯邦銀"
"85","2845",109,3029816,48743705,0.73,0.0621580981585212,0.928323084247294,14.14,NA,"金融保險業","遠東銀"
"86","2849",109,2257597,34521952,1.11,0.0653959834020973,0.889161242574255,17.63,NA,"金融保險業","安泰銀"
"87","2897",109,3216041,54252765,0.41,0.0592788404425102,0.905715189610646,11.75,NA,"金融保險業","王道銀行"
"88","5876",109,12235369,205099212,3.01,0.0596558557231317,0.902968653517514,34.7,NA,"金融保險業","上海商銀"
"89","2855",102,1433143,22406203,1.03,0.0639618859116826,0.618831768571908,16.9,0.74,"金融保險業","統一證"
"90","6005",102,1675859,30867193,0.62,0.0542925623330894,0.603947126508546,12.68,0.45,"金融保險業","群益證"
"91","6024",102,282331,2080366,2.58,0.135712177568755,0.814246849470969,20.79,1.49300384,"金融保險業","群益期"
"92","2855",103,1650848,23075476,1.2,0.0715412327789035,0.644705960098939,17.41,0.81,"金融保險業","統一證"
"93","6005",103,2241424,32202120,0.85,0.0696048583136762,0.6152137938733,13.13,0.6,"金融保險業","群益證"
"94","6024",103,321636,2692432,2.65,0.119459284394183,0.825556057753709,22.44,1.5,"金融保險業","群益期"
"95","2855",104,1041165,22764051,0.72,0.0457372459761226,0.675214685764849,17.42,0.2,"金融保險業","統一證"
"96","6005",104,1733931,31527667,0.66,0.0549971236374705,0.662123410256332,13.33,0.49,"金融保險業","群益證"
"97","6024",104,440143,2978988,3.54,0.147749168509574,0.854531536679076,24.12,2.47,"金融保險業","群益期"
"98","2855",105,744577,23129629,0.62,0.0321914804599762,0.731226453467685,17.28,0,"金融保險業","統一證"
"99","6005",105,1410693,30844278,0.53,0.0457359708662981,0.7145217023331,13.55,0.37,"金融保險業","群益證"
"100","6024",105,516128,3192794,4.18,0.161654024656774,0.881486200287807,25.88,2.21,"金融保險業","群益期"
"101","2855",106,2309699,25434962,1.88,0.0908080381641616,0.705312677561397,18.26,1.2,"金融保險業","統一證"
"102","6005",106,3076162,33478000,1.33,0.0918860744369437,0.763383481362488,14.49,0.2,"金融保險業","群益證"
"103","6024",106,618357,4663227,4.68,0.132602809170559,0.860056369059396,28.91,2.87,"金融保險業","群益期"
"104","2855",107,1363601,25712447,0.87,0.0530327199118777,0.634669196733625,18.44,0.69,"金融保險業","統一證"
"105","6005",107,1335322,35204736,0.61,0.0379301807574981,0.700104234685185,14.21,0.4,"金融保險業","群益證"
"106","6024",107,857492,5061272,4.73,0.169422232197756,0.874677617387285,28.52,3.4,"金融保險業","群益期"
"107","2855",108,2249539,26765772,1.72,0.0840453621139715,0.72047475625141,19.45,1,"金融保險業","統一證"
"108","6005",108,3776447,36216129,1.11,0.104275280221141,0.728046732122097,15.64,0.8,"金融保險業","群益證"
"109","6024",108,579900,5041284,3.4,0.115030218491956,0.877522532908043,28.41,1.9,"金融保險業","群益期"
"110","2855",109,4089942,29479482,2.58,0.138738597917019,0.740752577360839,21.01,NA,"金融保險業","統一證"
"111","6005",109,3916654,38674730,1.64,0.101271657229411,0.762822854928248,16.53,NA,"金融保險業","群益證"
"112","6024",109,578848,6386959,3.07,0.0906296721178263,0.862389747614886,30.22,NA,"金融保險業","群益期"
"113","1101",102,21240565,153618577,2.72,0.138268205674109,0.456565107536386,30.63,2.3,"水泥工業","台泥"
"114","1102",102,10786337,107339040,2.21,0.100488480239808,0.503077093227765,26.99,1.8,"水泥工業","亞泥"
"115","1103",102,5178956,21498297,1.97,0.240900755999417,0.355849572428513,29.56,1,"水泥工業","嘉泥"
"116","1104",102,1747404,14539149,1.84,0.120186126436974,0.180753765301967,23.79,0.9,"水泥工業","環泥"
"117","1108",102,152677,4403404,0.44,0.0346724942794256,0.486962552867544,10.85,0.45,"水泥工業","幸福"
"118","1109",102,423876,7126364,0.65,0.0594799816568449,0.272020410990194,14.6,1.2,"水泥工業","信大"
"119","1110",102,362988,8714799,0.26,0.0416519072901165,0.0825116367896157,15.23,0.2,"水泥工業","東泥"
"120","1201",102,827558,11528095,1.72,0.0717861884378989,0.696771516537626,16.42,0.6,"食品工業","味全"
"121","1203",102,342768,4897494,1.11,0.0699884471527683,0.373388416365387,17.34,1,"食品工業","味王"
"122","1210",102,2651035,18788276,3.42,0.141100492668939,0.511459954528064,24,1,"食品工業","大成"
"123","1213",102,16530,650749,0.32,0.0254014988882042,0.193462668697628,12.64,0,"食品工業","大飲"
"124","1215",102,303452,4872605,1.95,0.0622771597533558,0.466789615200562,20.64,0.8,"食品工業","卜蜂"
"125","1216",102,23605270,138066611,2.48,0.170970155847455,0.627052067253971,16.73,1.5,"食品工業","統一"
"126","1217",102,-136989,5824015,-0.28,-0.0235214023315531,0.559707321033847,10.37,0,"食品工業","愛之味"
"127","1218",102,-120231,3306713,-0.35,-0.0363596719763705,0.575912918015967,9.72,0,"食品工業","泰山"
"128","1219",102,22636,3735876,0.09,0.006059087614257,0.316079261282504,11.93,0.15,"食品工業","福壽"
"129","1220",102,67108,2254812,0.32,0.029762126509882,0.270252426329805,11.98,0.35,"食品工業","台榮"
"130","1225",102,88841,2696705,0.32,0.0329442782951787,0.568320961022338,11.95,0.25,"食品工業","福懋油"
"131","1227",102,2022416,10844244,2.83,0.186496725820629,0.318076036709875,16.31,1.6,"食品工業","佳格"
"132","1229",102,1949507,20907309,1.57,0.093245237825681,0.192695833623739,24.41,1,"食品工業","聯華"
"133","1231",102,343641,2534957,2.59,0.135560879336415,0.535187200800335,18.98,1,"食品工業","聯華食"
"134","1232",102,682740,3186880,4.42,0.214234611908826,0.243371655259833,19.69,3.8,"食品工業","大統益"
"135","1233",102,205036,1474923,2.55,0.139014714666461,0.275861205540467,16.13,2.25,"食品工業","天仁"
"136","1234",102,219036,17775131,0.64,0.0123226096055213,0.200758426327197,44.23,2,"食品工業","黑松"
"137","1235",102,-119307,866187,-0.84,-0.137738155848564,0.488025576644821,16.01,0,"食品工業","興泰"
"138","1236",102,167261,1555431,1.26,0.10753353893551,0.463489449709951,14.36,1.3,"食品工業","宏亞"
"139","1256",102,244624,639858,12.27,0.38230982499242,0.383861484433754,36.15,5,"食品工業","鮮活果汁-KY"
"140","1301",102,44581346,262436353,3.25,0.169874887721824,0.357948166707244,41.23,1.9,"塑膠工業","台塑"
"141","1303",102,42841816,295347551,3.19,0.145055599259057,0.436907822924221,35.62,1.9,"塑膠工業","南亞"
"142","1304",102,2010250,31293528,0.79,0.0642385224190766,0.46595467741181,16.47,0.6,"塑膠工業","台聚"
"143","1305",102,813423,6312819,1.67,0.128852577588554,0.450653417459245,13.44,0.8,"塑膠工業","華夏"
"144","1307",102,942514,6980405,2.19,0.135022824606882,0.440400140388885,19.17,1.4,"塑膠工業","三芳"
"145","1308",102,195976,9179564,1.14,0.0213491621170679,0.0945996914785751,19.54,1,"塑膠工業","亞聚"
"146","1309",102,65249,4092193,0.05,0.0159447513839157,0.669996438032778,12.49,0,"塑膠工業","台達化"
"147","1310",102,1747356,6663176,2.16,0.262240709235356,0.410707992253,11.81,0.5,"塑膠工業","台苯"
"148","1312",102,3116971,18224752,2.15,0.171029542679099,0.268826871012244,17.49,1,"塑膠工業","國喬"
"149","1313",102,1832720,18997521,0.52,0.0964715343649311,0.577957538009939,16.47,0.4,"塑膠工業","聯成"
"150","1314",102,-1357524,31874885,-0.62,-0.0425891418902374,0.300396956747607,13.65,0,"塑膠工業","中石化"
"151","1315",102,563261,7547020,0.82,0.0746335639762449,0.207441690094875,35.53,1,"塑膠工業","達新"
"152","1316",102,-190382,1461827,-2.4,-0.130235657160526,0.481756521529503,7.85,0,"建材營造","上曜"
"153","1319",102,1882472,17843443,2.28,0.105499370272878,0.428782104558675,28.02,1.1,"汽車工業","東陽"
"154","1321",102,68893,5090300,0.06,0.013534172838536,0.436603661860371,23.07,0,"塑膠工業","大洋"
"155","1323",102,324121,1706953,2.77,0.189882791148907,0.523887848652973,17.35,1,"塑膠工業","永裕"
"156","1324",102,66192,1018798,0.58,0.0649706811360054,0.258376403103935,13.56,1.3,"塑膠工業","地球"
"157","1325",102,93237,1912513,0.72,0.0487510411693934,0.0976481922890375,17.95,0.65,"塑膠工業","恆大"
"158","1326",102,44289483,312707801,4.25,0.141632165422058,0.40514803360799,45.71,2.5,"塑膠工業","台化"
"159","1337",102,1724907,8838180,6.44,0.195165407357623,0.290744980265168,44.23,1,"塑膠工業","再生-KY"
"160","1338",102,709391,4834465,5.87,0.146736195214982,0.424076481576806,61.55,2.5,"汽車工業","廣華-KY"
"161","1339",102,220130,1674072,3.33,0.131493746983403,0.426491853554107,25.39,1.5,"汽車工業","昭輝"
"162","1340",102,819151,3204345,10.08,0.255637579598951,0.161228369730724,44.35,4,"塑膠工業","勝悅-KY"
"163","1402",102,16605651,175680659,1.5,0.0945217936597107,0.545287490388126,21.93,1.3,"紡織纖維","遠東新"
"164","1410",102,104517,1367777,1.08,0.0764137721280589,0.179499377025716,14.69,0.9,"紡織纖維","南染"
"165","1413",102,-275537,969196,-1.77,-0.284294404846904,0.713907961934134,5.46,0,"紡織纖維","宏洲"
"166","1414",102,140238,3256379,0.62,0.0430656259606145,0.261941511592697,14.8,0.5,"紡織纖維","東和"
"167","1416",102,127647,5451761,0.19,0.023413902406947,0.420863879092493,19.03,2.2,"其他","廣豐"
"168","1417",102,117889,4379458,0.04,0.0269186278302018,0.268202295255091,11.53,0.2,"紡織纖維","嘉裕"
"169","1418",102,-129009,889253,-1.01,-0.145075698367056,0.559614413200876,7.35,0,"紡織纖維","東華"
"170","1419",102,796661,7291983,0.55,0.109251626066599,0.320416399698977,24.37,0.45,"紡織纖維","新紡"
"171","1423",102,44623,2671216,-0.02,0.0167051260549503,0.0838939213680326,15.26,0,"紡織纖維","利華"
"172","1432",102,-115648,2232738,-0.87,-0.051796493811634,0.19444829288145,13.54,0,"貿易百貨","大魯閣"
"173","1434",102,1229437,54210085,1.27,0.0226791195771045,0.292466311608259,30.47,1,"紡織纖維","福懋"
"174","1435",102,-11247,946914,-0.09,-0.0118775305888391,0.1523629469297,7.55,0,"其他","中福"
"175","1436",102,-11041,2046314,-0.18,-0.00539555512985788,0.574939839120929,34.11,0,"建材營造","華友聯"
"176","1437",102,-505160,4495092,-2.84,-0.112380347276541,0.521724438051016,21.89,0,"其他","勤益控"
"177","1438",102,29764,534691,0.29,0.0556657957586718,0.118480404117674,5.22,0,"建材營造","三地開發"
"178","1439",102,1635,2074978,0.02,0.000787960161505327,0.0731909948049013,22.55,0.5,"紡織纖維","中和"
"179","1440",102,1840665,25946498,0.76,0.0709407874619534,0.28506189389107,16.09,0.3,"紡織纖維","南紡"
"180","1441",102,-14621,1072716,-0.14,-0.0136298889920538,0.5799988958838,11.95,0,"紡織纖維","大東"
"181","1442",102,1302170,4537975,6.3,0.286949575526529,0.596111020774052,21.64,4,"建材營造","名軒"
"182","1443",102,-213443,1480017,-0.61,-0.144216586701369,0.734795536875182,11.6,0,"紡織纖維","立益"
"183","1444",102,880787,12127921,0.71,0.0726247309823341,0.212191046214897,12.65,0,"紡織纖維","力麗"
"184","1445",102,79878,1931702,0.47,0.0413510986684282,0.175028197290925,13.93,0.5,"紡織纖維","大宇"
"185","1446",102,-10289,1915966,-0.08,-0.00537013704836098,0.516832604996836,13.82,0.3,"紡織纖維","宏和"
"186","1447",102,1189079,10668170,1.34,0.11146044729321,0.396988233714095,14.05,0,"紡織纖維","力鵬"
"187","1449",102,-119219,455548,-0.79,-0.261704584368716,0.885294923393643,0.56,0,"紡織纖維","佳和"
"188","1451",102,1303120,10437471,1.89,0.124850167248369,0.27465211523845,25.85,2,"紡織纖維","年興"
"189","1452",102,169178,2099941,1.03,0.0805632158236827,0.100248038592731,15.83,0.8,"紡織纖維","宏益"
"190","1453",102,26578,994345,0.24,0.0267291533622636,0.135520559473633,11.93,0,"紡織纖維","大將"
"191","1454",102,111275,1648617,0.28,0.0674959678324317,0.208633704771478,12.57,0.25,"紡織纖維","台富"
"192","1455",102,373018,7524988,0.6,0.0495705773882962,0.453553577614033,12.3,0.2,"紡織纖維","集盛"
"193","1456",102,-125695,56759,-0.69,-2.21453866347187,0.980206627479097,0.35,0,"紡織纖維","怡華"
"194","1457",102,216472,3887263,0.72,0.0556875107241265,0.50994157517091,14.11,0.1,"紡織纖維","宜進"
"195","1459",102,260434,3995195,0.56,0.0651868056502874,0.440397621854999,12.2,0.35,"紡織纖維","聯發"
"196","1460",102,276823,4479358,0.53,0.0617997043326298,0.473094501929421,10.24,0,"紡織纖維","宏遠"
"197","1463",102,65784,2147413,0.33,0.030634069925068,0.347098384630119,11.75,0,"紡織纖維","強盛"
"198","1464",102,51969,2558870,-0.18,0.0203093553013635,0.537052431882733,10.95,0,"紡織纖維","得力"
"199","1465",102,208603,2294143,1.21,0.090928507943925,0.201389440060599,20.13,0.5,"紡織纖維","偉全"
"200","1466",102,98209,1647322,1.02,0.0596173668535963,0.443659498357985,16.52,0.5,"紡織纖維","聚隆"
"201","1467",102,23437,2372470,1,0.00987873397766884,0.623018757775088,11.14,0,"紡織纖維","南緯"
"202","1468",102,-35672,1300934,-0.3,-0.0274202995693863,0.472148432412299,7.73,0,"紡織纖維","昶和"
"203","1470",102,29731,907290,0.34,0.0327690154195461,0.12963606049734,10.58,0.3,"紡織纖維","大統新創"
"204","1471",102,113071,2651207,0.15,0.0426488765305765,0.28279987566977,13.16,0,"電子零組件業","首利"
"205","1472",102,-115803,349111,-1.37,-0.331708253248967,0.666180279917805,5.54,0,"紡織纖維","三洋紡"
"206","1473",102,60360,4853970,1.62,0.0124351819232505,0.444414557664723,29.15,2.49986211,"紡織纖維","台南"
"207","1474",102,89306,1752563,0.54,0.0509573692928585,0.494632191968848,13.49,0.3,"紡織纖維","弘裕"
"208","1475",102,-167972,297378,-1.48,-0.56484339796488,0.539611226018999,6.57,0,"紡織纖維","業旺"
"209","1476",102,2780656,8117381,10.91,0.342555807100837,0.353008718948048,32.31,7,"紡織纖維","儒鴻"
"210","1477",102,1423968,5330116,8.02,0.267155161351085,0.472027789158044,31.34,7.7,"紡織纖維","聚陽"
"211","1503",102,1540560,20825170,2.25,0.0739758667036091,0.373803527220922,39.18,1.4,"電機機械","士電"
"212","1504",102,4951291,46723974,2.01,0.105968961458629,0.392327457493104,21.65,1.1,"電機機械","東元"
"213","1506",102,-84246,1349992,-0.69,-0.0624048142507511,0.412995146962971,10.03,0,"電機機械","正道"
"214","1507",102,2128230,10409003,4.19,0.204460504046353,0.651685150370814,25.09,2.5,"電機機械","永大"
"215","1512",102,-44298,2017492,-0.68,-0.0219569643894499,0.65587112625341,10.72,0,"汽車工業","瑞利"
"216","1513",102,952433,8022862,1.25,0.118714867587153,0.436657732474316,16.52,0.8,"電機機械","中興電"
"217","1514",102,96804,2626094,0.36,0.036862351461905,0.418945718506757,13.34,0.3,"電機機械","亞力"
"218","1515",102,426081,2400060,1.14,0.177529311767206,0.546506143932328,13.09,0.5,"電機機械","力山"
"219","1516",102,4481,174084,0.19,0.0257404471404609,0.192474150767475,6.88,0,"其他","川飛"
"220","1517",102,521274,3830319,1.52,0.136091537023418,0.324080596764186,14.92,0.5,"電機機械","利奇"
"221","1519",102,147222,2976051,0.44,0.0494689103110128,0.468360678228671,11.38,0.32,"電機機械","華城"
"222","1521",102,293440,1599259,4.02,0.183484976479732,0.498103993961904,20.98,3.7,"汽車工業","大億"
"223","1522",102,316560,5809701,0.2,0.0544881741762614,0.69570422772384,15.84,0,"汽車工業","堤維西"
"224","1524",102,-47314,2049229,-0.3,-0.0230886835975872,0.603145547970739,11.47,0,"汽車工業","耿鼎"
"225","1525",102,409571,2797744,4.3,0.146393308322706,0.189632604660068,40.4,1.6,"汽車工業","江申"
"226","1526",102,38274,482557,0.7,0.0793149824787538,0.522308762940686,9.65,0,"電機機械","日馳"
"227","1527",102,439996,2688758,3.43,0.163642841787918,0.78106578689913,17.54,2.2,"電機機械","鑽全"
"228","1528",102,139447,2112953,0.73,0.0659962621033218,0.539416914565278,14.23,0.6,"電機機械","恩德"
"229","1529",102,-83242,433652,-0.33,-0.191955761762888,0.27466811180413,1.74,0,"電機機械","樂士"
"230","1530",102,269742,2421044,2.57,0.111415571133775,0.513057700708698,26.32,2,"電機機械","亞崴"
"231","1531",102,426779,4079379,1.47,0.104618619647745,0.275482135251846,21.12,1,"電機機械","高林股"
"232","1532",102,4311879,19496973,8.28,0.221156330267268,0.482726511819226,32.27,3,"電機機械","勤美"
"233","1533",102,229936,2015031,2.11,0.114110403264267,0.49220336249444,21.27,1.5,"汽車工業","車王電"
"234","1535",102,631903,3274833,5.06,0.192957320266407,0.577939044072757,26.46,3.5,"電機機械","中宇"
"235","1536",102,538639,2863353,2.3,0.188114773134853,0.56557617933499,12.53,1.2,"汽車工業","和大"
"236","1537",102,632921,2757962,7.02,0.22948865865447,0.307022088661187,33.13,5.5,"電機機械","廣隆"
"237","1538",102,-435509,850642,-2.83,-0.511976836318921,0.62558386841767,5.19,0,"電機機械","正峰"
"238","1539",102,90900,696868,1.38,0.130440772140491,0.593602784319077,10.66,0,"電機機械","巨庭"
"239","1540",102,118560,1326219,1.48,0.0893970000429793,0.265584644282695,16.71,1.3,"電機機械","喬福"
"240","1541",102,-21521,876369,-0.29,-0.0245570073793117,0.510234088890851,11.12,0,"電機機械","錩泰"
"241","1558",102,723626,3752091,13.05,0.192859394934718,0.301404976065508,61.35,9,"電機機械","伸興"
"242","1560",102,509537,3657847,3.73,0.139299702803316,0.310076454949862,25.94,3.3,"電機機械","中砂"
"243","1568",102,98052,1175784,0.93,0.0833928680778102,0.551244266435836,11.84,0.5,"汽車工業","倉佑"
"244","1582",102,912991,4921368,4.43,0.185515694010283,0.401632214558813,32.84,3.5,"電子零組件業","信錦"
"245","1583",102,616521,4315418,4.05,0.142864723649018,0.559429050854012,30.69,2.7,"電機機械","程泰"
"246","1587",102,134063,1149718,2.05,0.116605115341327,0.462951120768944,21.79,1.2,"汽車工業","吉茂"
