"","公司代號","year","本期綜合損益總額","權益總額","基本每股盈餘元","ROE","負債比例","每股參考淨值","現金股利元股","產業類別","公司簡稱"
"92","2640",102,215613,1094056,5.39,0.197076749270604,0.19442695689374,27.1,4.3,"其他","大車隊"
"93","2641",102,77678,1053265,0.52,0.0737497211053249,0.568708744861022,11.09,0.2,"航運業","正德"
"94","2718",102,8078,547575,0.15,0.0147523170341962,0.271465862705758,24.25,0,"觀光事業","晶悅"
"95","2719",102,62633,543228,1.71,0.115297812336625,0.464403711514628,14.97,1.56,"觀光事業","燦星旅"
"96","2724",102,70841,607674,1.54,0.116577309544262,0.710255036065899,18.29,0,"觀光事業","富驛-KY"
"97","2726",102,87089,324289,3.07,0.268553666636858,0.687510900872166,14.04,1.5,"觀光事業","雅茗-KY"
"98","2729",102,246937,1736061,10.5,0.142239817610095,0.157382833734565,74.62,8.7,"觀光事業","瓦城"
"99","2732",102,126546,484726,7.17,0.261067077070345,0.377856099558221,23.34,3,"觀光事業","六角"
"100","2734",102,55650,409279,3.01,0.135970816973263,0.425626538453982,20.01,1,"觀光事業","易飛網"
"101","2736",102,86535,828682,2.86,0.10442485778622,0.382567567366195,23.48,0.5,"觀光事業","高野"
"102","2916",102,45820,898622,0.86,0.0509891812130128,0.257542746429707,16.45,1,"貿易百貨","滿心"
"103","2924",102,167740,801679,4.16,0.209235866225759,0.354011887072808,24.53,3.2,"貿易百貨","東凌-KY"
"104","2926",102,315523,1422681,6.72,0.221780567815273,0.642965700458602,31.52,2.55,"文化創意業","誠品生活"
"105","3064",102,-18952,1053723,-0.45,-0.0179857514735846,0.259372212690556,14.51,0,"文化創意業","泰偉"
"106","3066",102,-301635,1087111,-1.5,-0.277464766707356,0.370911778083577,4.37,0,"光電業","李洲"
"107","3067",102,-30393,289834,-1.47,-0.104863473574529,0.270788150816933,9.99,0,"其他電子業","全域"
"108","3071",102,-94341,1448327,-1.06,-0.0651379142969785,0.445830914811531,9.91,0,"電腦及週邊設備業","協禧"
"109","3073",102,7806,203810,0.16,0.0383003778028556,0.229440142762083,8.62,0,"半導體業","天方能源"
"110","3078",102,327898,3421272,1.1,0.0958409620749242,0.365504865714153,15.05,0.75,"電子零組件業","僑威"
"111","3083",102,-30383,1695851,-0.4,-0.0179160787121038,0.0900002307395525,19.79,0,"文化創意業","網龍"
"112","3085",102,11397,553631,-0.07,0.0205859137223168,0.194509996770073,7.61,0,"電子商務","新零售"
"113","3086",102,-84424,640682,-1.33,-0.131772080376848,0.204038682297283,8.7,0,"文化創意業","華義"
"114","3088",102,294288,1400511,3.47,0.210129017194438,0.359446635760572,17.58,2.67,"電腦及週邊設備業","艾訊"
"115","3089",102,-53569,715962,-1.24,-0.0748210100536062,0.303073841104083,11.57,0,"電子零組件業","元炬"
"116","3093",102,113447,928724,2.72,0.122153621528032,0.246182104775301,22.95,2.45,"其他電子業","港建"
"117","3095",102,-969153,1439574,-4.63,-0.673222078198134,0.816915897941615,5.46,0,"通信網路業","及成"
"118","3105",102,2074398,14891577,2.4,0.139300088902606,0.294622637970274,20.14,1.5,"半導體業","穩懋"
"119","3114",102,81336,777090,0.67,0.10466741304096,0.414105970450837,15.97,0.6,"電子零組件業","好德"
"120","3115",102,44328,394411,0.82,0.11239037450781,0.399901710780167,9.03,0,"電子零組件業","寶島極"
"121","3118",102,64052,488436,1.99,0.131136935033454,0.257804332498602,15.05,1.7,"生技醫療業","進階"
"122","3122",102,41512,424614,1.18,0.0977640869118776,0.23188355984725,12.53,0.7,"半導體業","笙泉"
"123","3128",102,3304,601741,0.08,0.00549073438572409,0.245498943620029,14.03,0,"光電業","昇銳"
"124","3131",102,496097,1454638,20.3,0.341044988512606,0.426118991390826,58.93,12,"其他電子業","弘塑"
"125","3141",102,57384,943491,0.63,0.0608209299293793,0.155813223124228,10.74,0.25,"半導體業","晶宏"
"126","3144",102,244608,1323532,2.17,0.18481457191817,0.498695541509354,12.7,1.5,"電子零組件業","新揚科"
"127","3147",102,39606,338688,1.47,0.116939484126984,0.607084561600117,12.53,0.2,"資訊服務業","大綜"
"128","3152",102,475415,2744723,6.89,0.173210557130902,0.0707276412111757,39.77,6.19,"通信網路業","璟德"
"129","3162",102,-37400,563034,-1.16,-0.0664258286355709,0.500326587410055,9.96,0,"電機機械","精確"
"130","3163",102,420656,1503823,5.66,0.279724409056119,0.334183559393699,21.19,2.586,"通信網路業","波若威"
"131","3169",102,116360,795178,2.01,0.146332016227813,0.10045295347385,15.56,2,"半導體業","亞信"
"132","3171",102,33135,520557,0.61,0.0636529717206761,0.203885469939071,10.58,0,"貿易百貨","新洲"
"133","3176",102,-397459,3067489,-2.79,-0.129571450785969,0.0688565942947341,20.73,0,"生技醫療業","基亞"
"134","3178",102,38746,292842,0.95,0.132310256042508,0.763222238393247,7.81,0,"電機機械","公準"
"135","3188",102,-45990,293075,-1.04,-0.156922289516335,0.145586318885873,6.5,0,"建材營造","鑫龍騰"
"136","3191",102,99294,737328,1.57,0.134667339365927,0.206860349041341,13.48,0,"電子零組件業","和進"
"137","3202",102,-127698,878257,-1.82,-0.145399353492201,0.646678604201524,12.64,0,"電子零組件業","樺晟"
"138","3205",102,1110,262066,0.02,0.00423557424465593,0.375840140996023,10.6,0,"生技醫療業","佰研"
"139","3206",102,41029,630535,0.5,0.0650701388503414,0.331159856119839,15.33,0.4,"電子零組件業","志豐"
"140","3207",102,-52124,444507,-1.86,-0.117262495303786,0.468303238215537,11.55,0,"電子零組件業","耀勝"
"141","3211",102,1088950,7254581,5.5,0.150105154246675,0.596945151150687,47.74,5,"電腦及週邊設備業","順達"
"142","3213",102,197312,1174496,3.28,0.16799716644416,0.26301740339032,20.01,2.6,"電腦及週邊設備業","茂訊"
"143","3217",102,198192,1373666,1.14,0.1442796138217,0.34637506828092,16.32,1.2,"電子零組件業","優群"
"144","3218",102,87935,1098546,1.31,0.0800467162959039,0.195441342549667,16.61,1,"生技醫療業","大學光"
"145","3219",102,4705,148993,0.06,0.0315786647694858,0.261635974388963,6.68,0,"半導體業","倚強科"
"146","3221",102,121055,1507839,1.13,0.0802837703494869,0.280796455111756,17.72,0.95,"通信網路業","台嘉碩"
"147","3224",102,9669,281533,0.2,0.0343441088611282,0.619003218131968,9.38,0,"電子通路業","三顧"
"148","3226",102,28065,553168,0.39,0.0507350389031904,0.157894736842105,8.58,0,"電機機械","至寶電"
"149","3227",102,268181,5639059,2.06,0.0475577574201653,0.154330199483905,42.71,2.06393386,"半導體業","原相"
"150","3228",102,-54916,459206,-0.83,-0.119589029760064,0.154853730134629,7.68,0,"半導體業","金麗科"
"151","3230",102,101530,1798373,0.2,0.0564565860363784,0.441996938756197,14.7,0,"光電業","錦明"
"152","3232",102,32084,343195,0.9,0.0934862104634391,0.395128528248015,10.87,0.4,"電子通路業","昱捷"
"153","3234",102,106084,1503273,0.98,0.0705686857942636,0.306203893783091,14.86,0.94944163,"通信網路業","光環"
"154","3236",102,10016,834163,0.03,0.0120072455862943,0.423690932091034,12.75,0,"電子零組件業","千如"
"155","3252",102,117,235617,0.01,0.000496568583760934,0.882784376623041,11.42,0,"觀光事業","海灣"
"156","3259",102,-89449,701679,-1.35,-0.127478519379944,0.124125284914332,9.99,0,"半導體業","鑫創"
"157","3260",102,2117590,9391302,9.08,0.225484176741415,0.508736349511103,41.18,7.00362388,"半導體業","威剛"
"158","3264",102,852933,8485382,1.87,0.100517926004981,0.339360595244732,18.83,1.1,"半導體業","欣銓"
"159","3265",102,546916,3400032,4.02,0.160856133118747,0.0598652799625719,24.95,2.52524,"半導體業","台星科"
"160","3268",102,-14285,202039,-0.58,-0.0707041709768906,0.77603480767099,6.59,0,"半導體業","海德威"
"161","3272",102,154930,456088,5.32,0.339693217098455,0.648130475202228,16.82,2,"電腦及週邊設備業","東碩"
"162","3276",102,11120,681774,0.01,0.0163103902466213,0.513620986578053,9.78,0,"電子零組件業","宇環"
"163","3284",102,53414,758456,1.02,0.0704246521881296,0.43640813997209,13.93,0.55,"其他","太普高"
"164","3285",102,29537,603001,0.33,0.0489833350193449,0.242775931114072,13.43,0.5,"其他電子業","微端"
"165","3287",102,28981,563067,0.49,0.0514698961224863,0.213881233403419,10.97,0,"電腦及週邊設備業","廣寰科"
"166","3288",102,-69858,299331,-1.5,-0.233380438377582,0.427108931811396,6.31,0,"電子零組件業","點晶"
"167","3289",102,106860,1463783,1.98,0.0730026240228231,0.435875903589849,26.36,0.99174759,"其他電子業","宜特"
"168","3290",102,308629,1657609,3.16,0.186189264175086,0.569440129749094,17.04,1.5,"電子零組件業","東浦"
"169","3293",102,124892,2586913,1.7,0.0482783920448813,0.138178286826044,37.07,1.5,"文化創意業","鈊象"
"170","3294",102,65478,2622907,-0.63,0.0249639045532304,0.476238914611935,20.19,0,"電子零組件業","英濟"
"171","3297",102,135670,940143,3.84,0.144307834020995,0.200213867713376,25.65,3.65,"光電業","杭特"
"172","3303",102,162595,1852135,1.59,0.087787877233571,0.481901004988437,18.37,1.3,"其他電子業","岱稜"
"173","3306",102,115150,1541403,2.02,0.074704668409235,0.195727775200768,30.46,1.8,"通信網路業","鼎天"
"174","3310",102,14515,1433286,0.16,0.0101270786151543,0.506960174940894,12.83,0,"電子零組件業","佳穎"
"175","3313",102,-43742,1558036,-0.5,-0.0280750894074335,0.406488025467856,16.96,0,"電子零組件業","斐成"
"176","3317",102,26214,1481361,0.44,0.0176958891181825,0.343041619103118,24.15,0,"半導體業","尼克森"
"177","3322",102,20249,1075028,-0.31,0.0188357884631842,0.484962987769267,11.85,0,"電子零組件業","建舜電"
"178","3323",102,25872,2314178,0.06,0.0111797796020877,0.40526869815776,24.36,0.5,"電腦及週邊設備業","加百裕"
"179","3324",102,79274,1240622,0.6,0.0638985928026425,0.628092962520074,17.29,0.4,"其他電子業","雙鴻"
"180","3325",102,-16567,1031272,-0.91,-0.0160646269849274,0.299759156238818,13.38,0,"電腦及週邊設備業","旭品"
"181","3332",102,191046,1307364,3.52,0.14613068739846,0.16447522307477,27.18,2.8,"電子零組件業","幸康"
"182","3339",102,-829881,2542634,-3.02,-0.326386337947184,0.459721118170666,9.24,0,"光電業","泰谷"
"183","3354",102,33933,1312274,0.02,0.0258581668157717,0.130581057382257,15.91,0.0071348,"電子零組件業","律勝"
"184","3357",102,292755,1968293,2.23,0.14873547789887,0.44996933085372,20.66,1,"電子零組件業","臺慶科"
"185","3360",102,-129229,604924,-2.49,-0.213628488868023,0.851850364273476,11.45,0,"電子通路業","尚立"
"186","3362",102,91475,954745,1.11,0.0958109233355503,0.498425792107894,11.92,0,"光電業","先進光"
"187","3363",102,96532,1088232,1.31,0.0887053495945717,0.3353395122994,17.73,1.3,"通信網路業","上詮"
"188","3372",102,-397133,2547210,-1.34,-0.155909014176295,0.165333013518721,8.42,0,"半導體業","典範"
"189","3373",102,20823,460817,0.47,0.0451871350232305,0.20674209912948,14.12,0.13,"其他電子業","熱映"
"190","3374",102,290069,4115416,1.22,0.0704835185555968,0.507852340012272,17.41,0.5498151,"半導體業","精材"
"191","3379",102,47459,619224,1.18,0.0766427011872925,0.553444660149365,17.95,0.5,"電機機械","彬台"
"192","3388",102,417165,3001659,5.42,0.138978145085768,0.279415295031578,46.65,4,"電子零組件業","崇越電"
"193","3390",102,247977,1403399,3.91,0.176697432447935,0.167131152308165,22.04,3.4,"電子零組件業","旭軟"
"194","3402",102,7152,1087412,0.02,0.00657708393874631,0.394307084144935,15.48,0,"其他電子業","漢科"
"195","3434",102,-1440,214244,0.06,-0.00672130841470473,0.559179608733941,6.53,0,"光電業","哲固"
"196","3438",102,65680,1072292,1.7,0.0612519724105001,0.342799670999003,27.77,1.2,"半導體業","類比科"
"197","3441",102,30152,1105904,-0.07,0.0272645726934707,0.126706465775925,26.07,0,"光電業","聯一光"
"198","3444",102,33078,539961,0.73,0.0612599798874363,0.283384738708513,13.8,0.7,"電子通路業","利機"
"199","3455",102,-58322,1499940,-0.99,-0.0388828886488793,0.354108058599383,24.69,0,"光電業","由田"
"200","3465",102,-14972,127854,-0.61,-0.11710231983356,0.699150069650992,4.5,0,"電子零組件業","進泰電子"
"201","3466",102,99721,1616938,1.51,0.0616727419356834,0.345573242349551,26.98,1.3,"通信網路業","致振"
"202","3479",102,196408,1429924,3.65,0.13735555176359,0.257825427110431,24.47,2.5,"電腦及週邊設備業","安勤"
"203","3483",102,8094,1984603,-1.31,0.00407839754348855,0.427226801796992,39.93,0.15,"電腦及週邊設備業","力致"
"204","3484",102,141453,1368334,1.72,0.103376076308854,0.473064900786705,21.68,1.42,"電子零組件業","崧騰"
"205","3489",102,69879,1096167,1.1,0.0637484981759166,0.358948672243431,13.21,0,"建材營造","森寶"
"206","3490",102,73340,953214,1.43,0.076939700843672,0.390978279481406,21.17,1,"光電業","單井"
"207","3491",102,177019,1378831,3.27,0.12838339143811,0.176906256697038,26.74,2.5501076,"通信網路業","昇達科"
"208","3492",102,39697,364001,0.89,0.109057392699471,0.543526623360337,11.53,0.5,"電子零組件業","長盛"
"209","3498",102,502435,2631420,7.13,0.190936832584688,0.387960587324503,34.03,4.3,"其他電子業","陽程"
"210","3499",102,-86275,666920,-1.9,-0.129363341930067,0.336716781884925,12.13,0,"通信網路業","環天科"
"211","3508",102,-45759,3146250,-1.36,-0.0145439809296782,0.266352726649497,34.29,0,"其他電子業","位速"
"212","3511",102,-85213,786182,-1.68,-0.108388388439318,0.298809947458596,18.72,0,"電子零組件業","矽瑪"
"213","3512",102,-91528,466797,-2.6,-0.196076667159386,0.508323686879805,10.61,0,"電子零組件業","皇龍"
"214","3516",102,-46313,1825234,-1.57,-0.0253737329021923,0.239435762854388,24.74,0,"光電業","亞帝歐"
"215","3520",102,-119616,421918,-2.54,-0.283505325679397,0.587633641951478,7.96,0,"電子零組件業","華盈"
"216","3521",102,-97877,316417,-2.24,-0.309329144767822,0.362084364043974,9.97,0,"電腦及週邊設備業","鴻翊"
"217","3522",102,79258,1090847,0.73,0.0726573020781099,0.535551474798963,23.04,0.5,"觀光事業","御頂"
"218","3523",102,-336652,1813611,-3.83,-0.185625252603783,0.536267136737975,18.87,0,"光電業","迎輝"
"219","3526",102,44779,1124851,0.07,0.0398088280136658,0.40051365464373,18.63,0.5,"電子零組件業","凡甲"
"220","3527",102,144062,1504161,4.86,0.0957756516755853,0.270931808399673,45.45,4,"半導體業","聚積"
"221","3529",102,292536,1662953,3.87,0.175913570618051,0.0905042238330725,21.94,3.45168289,"半導體業","力旺"
"222","3531",102,187392,1812137,2.17,0.103409400061916,0.262085891269328,29.57,1.8,"光電業","先益"
"223","3537",102,120729,836671,2.33,0.144296862207487,0.36096764781811,17.18,2,"電子零組件業","堡達"
"224","3540",102,-10916,1294223,-0.35,-0.00843440427190677,0.375187435610497,20.29,0.6,"電腦及週邊設備業","曜越"
"225","3541",102,106589,629833,2.78,0.169233749263694,0.408521983460519,16.54,2.5,"其他電子業","西柏"
"226","3546",102,24346,931361,0.95,0.0261402399284488,0.130922320947011,27.18,1.5,"文化創意業","宇峻"
"227","3548",102,207488,2364981,2.89,0.087733474391549,0.382186289179892,46.51,1,"電子零組件業","兆利"
"228","3551",102,289219,2541383,4.6,0.113803783215674,0.201667230535757,43.54,2.5,"其他電子業","世禾"
"229","3552",102,509455,2730809,5.17,0.186558268996477,0.494682133571274,33.76,3,"其他電子業","同致"
"230","3555",102,-548972,411845,-8.62,-1.33295778751715,0.353988894466056,6.39,0,"半導體業","重鵬"
"231","3556",102,449923,1344743,8.62,0.334579172377175,0.246459785482977,24.34,7,"半導體業","禾瑞亞"
"232","3558",102,420880,1863000,10.03,0.225915190552872,0.491792988707329,38.76,6.1,"通信網路業","神準"
"233","3564",102,57094,402777,3.13,0.14175089441552,0.290670766499715,20.14,1.3,"通信網路業","其陽"
"234","3567",102,19102,445427,0.53,0.0428846926656893,0.185057860311943,12.52,0.34,"半導體業","逸昌"
"235","3570",102,84380,486174,4.62,0.173559260676219,0.225535439781443,28.44,3,"資訊服務業","大塚"
"236","3577",102,98917,791645,2.01,0.124951209190988,0.185322435907991,18.12,1.5,"電腦及週邊設備業","泓格"
"237","3580",102,-205247,477208,-5.21,-0.430099663040016,0.590240819642008,10,0,"其他電子業","友威科"
"238","3581",102,54794,591431,0.99,0.092646479470978,0.301834094539033,12.95,1,"半導體業","博磊"
"239","3587",102,230363,1028356,5.12,0.224010945625834,0.187697722786433,23.85,4,"其他電子業","閎康"
"240","3594",102,81749,732550,1.6,0.111595112961573,0.417066336903906,16.01,0.5,"電腦及週邊設備業","磐儀"
"241","3597",102,24205,452419,0.49,0.0535012897336319,0.520367617904675,14.14,0.6,"電子零組件業","映興"
"242","3609",102,27039,677417,0.04,0.0399148530373463,0.38794773381906,22.29,0,"電子零組件業","東林"
"243","3611",102,499641,1388853,13.01,0.359750815961084,0.345621466264606,40.34,10,"電腦及週邊設備業","鼎翰"
"244","3615",102,9355,2758939,0.09,0.00339079624449834,0.106252097551874,39.09,0.5,"光電業","安可"
"245","3623",102,94969,725811,1.68,0.130845357813535,0.263240009785421,12.51,1.4,"光電業","富晶通"
"246","3624",102,177000,1970061,2,0.0898449337355544,0.257100504024731,22.54,1.5,"電子零組件業","光頡"
"247","3625",102,-99989,590523,-2.18,-0.16932278675005,0.30870968459425,11.17,0,"電腦及週邊設備業","西勝"
"248","3628",102,182847,1619069,3.2,0.112933420379243,0.362602878754833,35.78,2.5,"其他電子業","盈正"
"249","3629",102,-78847,211056,-2.05,-0.373583314381017,0.591401971204386,5.49,0,"文化創意業","地心引力"
"250","3630",102,219899,3479388,1.82,0.0632004823836836,0.483852955884362,34.33,1,"光電業","新鉅科"
"251","3631",102,179757,1248134,1.61,0.144020593942638,0.486180649038956,16.83,0,"電子零組件業","晟楠"
