"","公司代號","產業類別","公司簡稱","AverageROE","StdROE","count","RateROE","本期綜合損益總額mean","權益總額mean","基本每股盈餘元mean","ROEmean","負債比例mean","每股參考淨值mean","現金股利元股mean","本期綜合損益總額last","權益總額last","基本每股盈餘元last","ROElast","負債比例last","每股參考淨值last","現金股利元股last","K值法mean","K值法last","股利法mean","股利法last","本益比法mean","本益比法last","weight","Open","High","Low","ClosePrice","Volume","Adjusted","day"
"20","1595","電子零組件業","川寶",0.0848548499420162,0.061956784492715,8,-0.0195229179380977,119957.2,2269538,2.852,0.0505298095670933,0.348315034926758,49.622,1.9,5023,2342625,0.18,0.00214417587108479,0.410542337534762,49.92,1.25,31.3423776292288,1.33796574355691,31.6666666666667,20.8333333333333,39.928,2.52,-0.00165661427206758,28.700001,29.200001,28.700001,28.85,66000,28.85,"2021-05-28"
"21","1599","電機機械","宏佳騰",0.127154902530203,0.0396097193369786,8,0.00233880792090839,200943.2,1548491.4,3.184,0.130703469182388,0.291033045057046,24.596,1,227437,1808382,3.19,0.12576822817303,0.308796194901232,24.26,0.5,40.1847816001253,38.1392151934713,16.6666666666667,8.33333333333333,44.576,44.66,0.000297390893219974,39.900002,41,39.900002,40.950001,296000,40.950001,"2021-05-28"
"22","1742","化學工業","台蠟",-0.0822273411228456,0.11491371361097,8,0.0152465204497808,-37052.4,691872.8,-0.666,-0.0717226547984879,0.403583471263559,11.082,0,-5715,857752,-0.09,-0.00666276499501021,0.455756311372018,12.24,0,-9.93538075596054,-1.01940304423656,0,0,-9.324,-1.26,-0.00125368083796057,15.65,15.8,15.6,15.8,40000,15.8,"2021-05-28"
"23","1752","生技醫療業","南光",0.0701971453188176,0.038097456922285,8,0.00879064824446776,182277.2,2142259.8,1.816,0.084755539076535,0.333650898102465,21.25,1.18,188931,2204529,1.82,0.0857012994612455,0.323787964534993,21.83,1.2,22.5131900672046,23.3857420904874,19.6666666666667,20,25.424,25.48,0.000617078412263512,40.049999,40.299999,39.549999,39.549999,361000,39.549999,"2021-05-28"
"24","1777","生技醫療業","生泰",0.138059733222171,0.0268564095821363,8,-0.00151996706436634,147777.8,1104659.6,4.78,0.132535331670478,0.327966138972196,36.748,3.11,185641,1240555,6.21,0.149643506333859,0.303845486924604,41.27,3.5,60.880104602834,77.1973438299793,51.8333333333333,58.3333333333333,66.92,86.94,-0.000209846247412902,80.300003,81.300003,80.300003,81,223000,81,"2021-05-28"
"25","1781","生技醫療業","合世",-0.0676633287861208,0.216387635912882,8,0.0136093800136399,-22058.8,381946.4,-0.222,-0.0822200366727769,0.421583289474571,8.058,0,174879,440848,4.34,0.396687747250753,0.563090303999746,9.3,0,-8.28161319386545,46.1149506179,0,0,-3.108,60.76,-0.000920855954438177,24,24,23.049999,23.15,323000,23.15,"2021-05-28"
"26","1784","生技醫療業","訊聯",0.00856293207823838,0.0125491694932136,8,6.86826960446268e-05,8711,1337168.6,0.116,0.00664581689938482,0.255134100046425,22.656,0.056310518,1097,1289164,0.27,0.00085093905818034,0.256797649265799,22.6,0,1.88209534590578,0.240390283935946,0.938508633333333,0,1.624,3.78,5.88125261180431e-07,42.25,42.299999,41.200001,41.549999,2074000,41.549999,"2021-05-28"
"27","1785","其他電子業","光洋科",-0.00260504984553273,0.124299019745243,8,0.0254679869463442,343173.8,6050854.2,0.824,0.0328113578261941,0.702953948438073,13.138,0.48,905266,8506283,1.69,0.106423216815147,0.599867338750515,16.49,1,5.38844523900672,21.9364855660222,8,16.6666666666667,11.536,23.66,-6.63453754606036e-05,45.900002,46.950001,45.700001,46,6780000,46,"2021-05-28"
"28","1788","生技醫療業","杏昌",0.143136238372367,0.00729929972945282,8,-8.5989139830462e-05,245726,1724339.4,7.138,0.142270265828862,0.447438740596625,48.172,5.8,298034,2013130,8.72,0.148045084023386,0.521028534910673,53.53,6,85.6680405688492,99.0606668471485,96.6666666666667,100,99.932,122.08,-1.23081620162078e-05,138,138,135.5,136,39000,136,"2021-05-28"
"29","1799","生技醫療業","易威",-0.345364042764965,0.206810601625399,8,0.0201884722610381,-286682.2,886473,-2.714,-0.33059500513824,0.25134961546152,7.706,0,-185897,763520,-1.3,-0.243473648365465,0.310725231670601,5.05,0,-31.844563869941,-15.36927405307,0,0,-37.996,-18.2,-0.00697237239732049,17.799999,17.799999,17.15,17.4,602000,17.4,"2021-05-28"
"30","1813","生技醫療業","寶利徠",0.0486524926350347,0.051095816796764,8,-0.0149149148671194,19283.4,988734.4,0.71,0.0187453192347733,0.195279481540452,19.698,1.2,-2205,883801,0,-0.00249490552737551,0.305447804123614,18.15,1,4.61556622858206,-0.566031691523318,20,16.6666666666667,9.94,0,-0.000725647785724695,18.4,18.4,18.299999,18.35,39000,18.35,"2021-05-28"
"31","1815","電子零組件業","富喬",0.0196444734950747,0.0431279239403053,8,-0.00755240354261564,129695.8,7075629.4,0.362,0.0166141262994151,0.491848684659879,16.926,0.33,-335018,6619089,-1.17,-0.0506139137878339,0.54196243104444,15.84,0,3.51513377179874,-10.0215549299911,5.5,0,5.068,-16.38,-0.000148362991217021,15.25,16.049999,15.15,15.75,10938000,15.75,"2021-05-28"
"32","2035","鋼鐵工業","唐榮公司",-0.0749460933184172,0.131038654097168,8,-0.00668440999183072,-261592.6,5187044.4,-0.77,-0.0640724161436746,0.72536990078625,14.822,0,-590729,4216555,-1.9,-0.14009754408516,0.759283423530225,12.05,0,-11.8710169010193,-21.1021925778272,0,0,-10.78,-26.6,0.000500970415026306,39.099998,39.099998,37.799999,37.849998,68000,37.849998,"2021-05-28"
"33","2061","電器電纜","風青",-0.038105044097354,0.0674735385216858,8,0.0180807358787367,1864.8,584346.4,0.034,0.00281227258788495,0.414751741818712,10.23,0,9010,468227,0.1,0.0192428031702572,0.538625336502268,10.23,0,0.359619357175788,2.46067345539663,0,0,0.476,1.4,-0.000688967237971874,21.5,22.85,21.200001,22,346000,22,"2021-05-28"
"34","2063","鋼鐵工業","世鎧",0.140088889065638,0.0502338508671766,8,0.0139663258995432,118465.4,717677.2,2.682,0.162884370768442,0.529831013166564,15.948,2.34,102396,757052,2.37,0.13525623074769,0.547518906373927,16.82,2.5,32.4709993126889,28.4376225147018,39,41.6666666666667,37.548,33.18,0.00195652707959565,33.799999,34.25,33.650002,33.650002,59000,33.650002,"2021-05-28"
"35","2064","鋼鐵工業","晉椿",0.0359078362239036,0.0744757923080842,8,-0.0278956852770739,7600,1343267.6,0.17,-0.000791815143939723,0.577945583447612,18.812,0.94,-110602,1099064,-1.49,-0.100632902178581,0.613545173727525,15.84,0.6,-0.186195331097426,-19.925314631359,15.6666666666667,10,2.38,-20.86,-0.00100167369828273,16.5,16.799999,16,16.549999,44000,16.549999,"2021-05-28"
"36","2065","鋼鐵工業","世豐",0.0939182365889894,0.0895769825551761,8,-0.00983879946546127,88711.8,1095334.2,3.016,0.0787682399495284,0.356889728406572,32.094,2.456,132460,1252065,3.71,0.105793229584726,0.519596159424405,27.83,3,31.5998486617521,36.8028197417866,40.9333333333333,50,42.224,51.94,-0.000924042695948814,47.400002,48,46.650002,46.900002,614000,46.900002,"2021-05-28"
"37","2066","電機機械","世德",0.167469787952956,0.0580499401296268,8,-0.0200307662585018,150201.4,1115378.6,4.388,0.136047568399692,0.522708074436865,30.038,3.12,109564,1173565,2.53,0.0933599758002326,0.521925050473119,31.14,2.3,51.0824607448744,36.3403705802405,52,38.3333333333333,61.432,35.42,-0.00335454817784651,51.599998,53,51.599998,51.900002,53000,51.900002,"2021-05-28"
"38","2067","電機機械","嘉鋼",-0.0435290507084066,0.127442820633099,8,-0.0156905469521759,-30125.4,514503.4,-0.61,-0.0628830903915339,0.63977074622592,10.686,0.08,-35611,505987,-0.88,-0.0703792785190133,0.662043580132461,9.44,0,-8.39960879904915,-8.30475486524357,1.33333333333333,0,-8.54,-12.32,0.000682994613923897,12.6,12.9,12.5,12.7,131000,12.7,"2021-05-28"
"39","2221","其他","大甲",0.107276485076337,0.0509301475740914,8,0.0129587614594545,102608,769302,2.28,0.133308850986401,0.436439997470559,17.474,1.58,74368,826330,1.5,0.0899979427105394,0.406079432823935,18.56,1.5,29.1179857767047,20.8795227088451,26.3333333333333,25,31.92,21,0.00139017038031298,23.85,24.049999,23.700001,23.85,49000,23.85,"2021-05-28"
"40","2230","電機機械","泰茂",0.00389644070070759,0.0422811616319657,8,-0.0126115187175259,-11060.4,492687.4,-0.124,-0.0224983315297419,0.485045328601821,11.976,0.0656,-13108,491561,-0.48,-0.026666069928249,0.469358872913457,11.36,0,-3.36800023000236,-3.78658192981136,1.09333333333333,0,-1.736,-6.72,-4.91400348287036e-05,16.5,16.5,16.049999,16.25,41000,16.25,"2021-05-28"
"41","2235","電機機械","謚源",0.133018686807411,0.0549977509463525,8,-0.0199974320496295,116203.4,1170757.2,3.448,0.103441793871246,0.281677613647695,34.02,3.3,72808,1266536,2.01,0.0574859301275289,0.242307077960886,35.3,3,43.9886228437472,25.3656666687721,55,50,48.272,28.14,-0.00266003215076214,42,42.599998,41.25,42.599998,11000,42.599998,"2021-05-28"
"42","2596","建材營造","綠意",0.120822254458198,0.0720354096214764,8,-0.0107781282552731,284489.4,2291671.6,2.492,0.126822752807411,0.215405586665152,19.92,1.64,188125,2394047,1.45,0.0785803286234564,0.331475706292941,19.78,1,31.5788654490452,19.4289862521496,27.3333333333333,16.6666666666667,34.888,20.3,-0.0013022377546417,20.9,21.1,20.9,21.049999,195000,21.049999,"2021-05-28"
"43","2640","其他","大車隊",0.173053562552507,0.0295029897542464,8,-0.000643045160013537,232641.4,1385916.8,4.492,0.165759380416733,0.436761203434007,26.94,3.28,294894,1559170,5.22,0.189135245034217,0.394520836270111,27.59,3.7,55.819471355335,65.2280176311756,54.6666666666667,61.6666666666667,62.888,73.08,-0.000111281255822489,80.800003,80.900002,80,80.199997,46000,80.199997,"2021-05-28"
"44","2641","航運業","正德",-0.0164910534917419,0.192106412969713,8,-0.0168155633890745,-105148.2,1577258.4,-0.198,-0.0781323432090953,0.649496703558502,10.052,0.04,-14022,1564308,0.62,-0.00896370791429821,0.661221359729186,10.25,0.1,-9.81732892422282,-1.14847507651946,0.666666666666667,1.66666666666667,-2.772,8.68,0.000277306355343006,17.200001,18.85,17.1,18.85,19252000,18.85,"2021-05-28"
"45","2718","觀光事業","晶悅",-0.00115557939869441,0.072568159283347,8,-0.0192099083757627,-20692.6,699729.6,-0.536,-0.025495119066873,0.451221557753865,23.526,0.14,-141250,822358,-2.89,-0.171762176570301,0.585489997620881,18.66,0,-7.49747713959067,-40.0635276850228,2.33333333333333,0,-7.504,-40.46,2.21985743698386e-05,28,28.049999,28,28.049999,3000,28.049999,"2021-05-28"
"46","2719","觀光事業","燦星旅",-0.456200455689907,0.578606588287373,8,-0.222522888210179,-96290,203684.6,-3.61,-0.757706900374488,0.646971079622364,6.124,0,-87962,68863,-4.28,-1.27734777747121,0.679130904787199,2.22,0,-58.002463223667,-35.4464008248261,0,0,-50.54,-59.92,0.101515043002918,12.2,12.2,10.2,11.35,16000,11.35,"2021-05-28"
"47","2724","觀光事業","富驛-KY",-9.22884079256249,14.8385101256925,8,-3.09360258904944,-221340.6,25347.6,-4.502,-14.760427544987,0.97706928779465,0.424,0,-212121,5601,-2.21,-37.8719871451527,0.992188110194928,0.08,0,-78.2302659884309,-37.8719871451527,0,0,-63.028,-30.94,28.5503657697964,5.98,5.98,5.98,5.98,11000,5.98,"2021-05-28"
"48","2726","觀光事業","雅茗-KY",0.141299784916007,0.0642613415280565,8,-0.0193570184313698,81879.8,688193,3.41,0.11782091042701,0.556997316562946,19.838,2.800205432,26091,688494,1.09,0.037895755082833,0.612485886708685,18.32,2.50051358,29.2166402631378,8.67812791396875,46.6700905333333,41.6752263333333,47.74,15.26,-0.00273514254096773,68.199997,68.800003,68,68.800003,35000,68.800003,"2021-05-28"
"49","2729","觀光事業","瓦城",0.15808957506627,0.0116886078319973,8,0.00429095428491252,336159,2028167,14.774,0.165617645954593,0.370111554319697,87.064,11.56,361397,2164580,15.95,0.166959410139611,0.618275136477687,94.55,10,180.241684092383,197.325152858753,192.666666666667,166.666666666667,206.836,223.3,0.00067835513953061,234,238,227,230,1e+05,230,"2021-05-28"
"50","2732","觀光事業","六角",0.168431275161634,0.0601550718067252,8,-0.0181503530206127,217500,1566231.8,5.416,0.140272713377217,0.46278628136168,33.914,5.417074136,167002,2067278,3.08,0.0807835230675313,0.540052747765206,36.98,7.95312455,59.4651100184366,37.3421835379663,90.2845689333333,132.552075833333,75.824,43.12,-0.00305708710389562,113.5,115.5,113,114,208000,114,"2021-05-28"
"51","2734","觀光事業","易飛網",-0.118877782216526,0.177943963937397,8,-0.0689854082328009,-72004.4,345187.6,-2.276,-0.230795480251744,0.48625893404227,11.206,0,-79447,199667,-2.51,-0.397897499336395,0.579480213137887,6.64,0,-32.3286768962631,-33.0254924449208,0,0,-31.864,-35.14,0.00820083233601702,21,22.1,20.700001,21,435000,21,"2021-05-28"
"52","2736","觀光事業","高野",0.0601138867699523,0.0874319802936937,8,-0.0266755920362952,2022.4,1285576.8,0.02,0.00133508787143633,0.442919843931599,26.242,0.1,8624,1261429,0.18,0.00683669076896123,0.489406046436509,25.75,0,0.437942199027903,2.2005598412594,1.66666666666667,0,0.28,2.52,-0.00160357351919129,14.5,15.3,14.45,15.3,256000,15.3,"2021-05-28"
"53","2916","貿易百貨","滿心",0.0704594745778651,0.0155960831261586,8,0.00551752432605601,70513.4,907863,1.386,0.0773513873932068,0.258023330648292,16.62,1.1,88623,938515,1.61,0.094428964907327,0.213817327071895,17.18,1.1,16.0697507309387,20.2786202138485,18.3333333333333,18.3333333333333,19.404,22.54,0.000388761864984496,22.4,22.6,22.299999,22.299999,29000,22.299999,"2021-05-28"
"54","2924","貿易百貨","東凌-KY",-0.11978970138077,0.241063347203437,8,-0.0969358275275227,-101820.2,493286.4,-2.526,-0.262542929420346,0.440451450046207,14.73,0.1,-121321,236259,-3.79,-0.513508480100229,0.533814661636332,7.2,0,-48.3407168795212,-46.2157632090206,1.66666666666667,0,-35.364,-53.06,0.0116119138326197,18.1,18.1,18.1,18.1,4000,18.1,"2021-05-28"
"55","2926","文化創意業","誠品生活",0.20110268170786,0.0708986688606126,8,-0.0202097560906028,285923.2,1487261.8,6.24,0.181480942430701,0.773543622128026,31.128,4.408,41466,1131872,1.16,0.0366348845099092,0.921916377746438,23.51,0,70.6142346997858,10.7660766853496,73.4666666666667,0,87.36,16.24,-0.00406423614648197,61.400002,63.5,61.400002,63.5,62000,63.5,"2021-05-28"
"56","3064","文化創意業","泰偉",-0.570736712087468,0.5426578101104,8,-0.154026546729282,-169464.8,253332,-2.302,-0.787771443996379,0.611777370297648,3.508,0,-65071,112348,-2.34,-0.579191440880122,0.805611163498888,3.15,0,-34.5437778192412,-22.8056629846548,0,0,-32.228,-32.76,0.0879086048544571,27,27,27,27,2000,27,"2021-05-28"
"57","3066","光電業","李洲",-0.0689481530811312,0.191979086433916,8,0.0633915299904501,23165.8,693666.4,-0.2,0.0157356238783664,0.477788010912711,6.352,0,248609,890206,0.54,0.2792713147294,0.404534125677102,8.94,0,1.24940853594229,31.2085694210104,0,0,-2.8,7.56,-0.00437072891382867,14.2,14.5,13.3,13.65,284000,13.65,"2021-05-28"
"58","3067","其他電子業","全域",-0.107221329158728,0.0641958170978382,8,-0.0103699516066544,-23415.4,187887.4,-0.728,-0.125077375001806,0.196244864937568,6.472,0,-21595,158278,-0.8,-0.136437154879389,0.11017787672311,5.45,0,-10.1187596376461,-9.29478117615841,0,0,-10.192,-11.2,0.00111187999457718,27.35,27.35,27.299999,27.299999,2000,27.299999,"2021-05-28"
"59","3071","電腦及週邊設備業","協禧",0.0508127384870974,0.069761050740138,8,0.0256653558635154,131815.4,1481403.8,1.406,0.0889648929053376,0.442612326558559,12.012,1.032,188296,1512582,1.82,0.124486474121734,0.493156220721934,12.98,1.53,13.3580786697364,20.1979304262513,17.2,25.5,19.684,25.48,0.0013041270156711,26,26.1,25.700001,25.75,437000,25.75,"2021-05-28"
"60","3073","半導體業","天方能源",-0.133985671916854,0.171078253895992,8,-0.0288228101267588,-35442.2,251562.6,-0.958,-0.164676179336219,0.568303959512443,6.822,0,-7838,198921,-0.37,-0.0394025769023884,0.77191202168499,9.54,0,-14.0427611928961,-4.69875729560982,0,0,-13.412,-5.18,0.00386184358136568,23.799999,24,23.700001,23.799999,13000,23.799999,"2021-05-28"
"61","3078","電子零組件業","僑威",0.137371134457539,0.0296705746045007,8,0.00510714971461446,660973.8,4562822.2,3.206,0.143271674325549,0.388425689875465,20.066,1.63,1022637,5321766,4.55,0.192161211146826,0.451216610986731,23.4,1.3,35.9361177127057,56.2071542604466,27.1666666666667,21.6666666666667,44.884,63.7,0.000701574950141083,51.400002,52.099998,50.599998,51.599998,3136000,51.599998,"2021-05-28"
"62","3083","文化創意業","網龍",-0.0510135796457626,0.116648275228258,8,0.0302689872332148,7143.4,1139268.4,-0.05,0.00262502617702077,0.131083918290021,12.91,0,77841,1255640,0.01,0.061993087190596,0.0838703275664822,14.23,0,0.423613599316726,11.0270203840273,0,0,-0.7,0.14,-0.00154412939101817,57.799999,57.799999,56.700001,56.900002,359000,56.900002,"2021-05-28"
"63","3085","電子商務","新零售",-1.54936205216418,2.89195881569871,8,-0.61263280479228,-252875,317147.2,-2.186,-2.33923250813187,0.61194384912831,2.802,0,-86856,77429,-2.45,-1.12175024861486,0.689274764434885,1.14,0,-81.9316185973187,-15.9849410427618,0,0,-30.604,-34.3,0.949190019656066,10.4,10.45,10.4,10.45,4000,10.45,"2021-05-28"
"64","3086","文化創意業","華義",-0.474589290597071,0.543346283364884,8,0.045197390828688,-79580.6,159330.2,-1.678,-0.56106861061506,0.565414561492525,5.572,0,564,222893,0.04,0.00253036210199513,0.283069421258994,11.51,0,-39.0784287293389,0.364055847424549,0,0,-23.492,0.56,-0.0214501976502256,135,138,130,130.5,153000,130.5,"2021-05-28"
"65","3088","電腦及週邊設備業","艾訊",0.219167141279046,0.0793832707502876,8,-0.0140453414625201,480656.4,2349594.2,6.176,0.207342723891607,0.39704539469722,29.018,4.186,294332,2633778,3.73,0.111752774911173,0.348641788818991,31.68,4,75.208389523583,44.2540988648246,69.7666666666667,66.6666666666667,86.464,52.22,-0.00307827733662857,54,54.799999,54,54.400002,72000,54.400002,"2021-05-28"
"66","3089","電子零組件業","元炬",-0.278777442655637,0.432680096914209,8,0.0379067847863778,-132749.6,450376,-2.14,-0.338629046935886,0.357528748491139,7.364,0,41026,519484,-0.44,0.0789745208707102,0.220197726119602,8.59,0,-31.1708037704483,8.4798891784925,0,0,-29.96,-6.16,-0.010567556522044,17.25,17.25,17.25,17.25,0,17.25,"2021-05-28"
"67","3093","其他電子業","港建",0.0916398516502294,0.0486418517082114,8,0.00139592276670623,74126,879463,2.262,0.0825045995676013,0.235570873781904,23.166,1.374,170347,939834,4.86,0.181252221136924,0.287891794988752,25.88,1.6,23.8912694197881,58.635093537795,22.9,26.6666666666667,31.668,68.04,0.000127922155256137,56.599998,58.400002,56.599998,57,48000,57,"2021-05-28"
"68","3095","通信網路業","及成",-0.59554987595343,0.750457945394868,8,0.0483345715600273,-128958.6,177497,-0.728,-0.66638571787892,0.838792445995283,1.244,0,-67377,92075,-0.59,-0.731762150420853,0.889480911375874,0.84,0,-10.3622979130172,-7.68350257941895,0,0,-10.192,-8.26,-0.0287856480968365,3.18,3.18,3.1,3.1,8000,3.1,"2021-05-28"
"69","3105","半導體業","穩懋",0.164441201506558,0.0370639831165618,8,0.00781475020488634,4833284.4,27059399.6,9.762,0.176175490293097,0.305184680086645,62.868,6.1,7199734,35730452,15.45,0.201501341208894,0.346821878934409,80.36,7,138.44750904683,202.408097244334,101.666666666667,116.666666666667,136.668,216.3,0.00128506691316513,324,329.5,322.5,326,3072000,326,"2021-05-28"
