"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1591 - 駿吉-KY","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/22","         47,452,937","         40,718,837","         83,153,127","         50,849,747","0.0","0.0","                  0","1.20000000","0.0","          3,230,338","            357,002","          1,785,010","                  0","                  0","0.00000","無","","本公司公司章程第103條、104條規定如下：
103. Where the Company has profits at the end of the Company’s fiscal year, after paying all relevant taxes, off-setting losses, setting aside reserves, any balance profit left may be declared and distributed by an Ordinary Resolution of an annual general meeting in the following order: 
    本公司會計年度終了有盈餘時，於完納稅捐、彌補虧損及提列公積後，經股東常會普通決議，以下列順序將餘額分派:

    (a) not less than 1 percent (1%) and not more than 3 percent (3 %) for bonuses of Directors and not less than five percent (5%) and not more than eight percent (8%) to employees of the Company and of its Subordinate Companies who are determined by the Board in its reasonable discretion;
    董事酬勞不低於百分之一且不超過百分之三，本公司及子公司員工紅利不低於百分之五且不高於百分之八，員工紅利分配由董事會決定；
    (b) the remainder, after deducting such amount as may be recommended by the Board not to distribute, may be distributed to the Members as bonus or dividends.
    扣除董事會建議不分配之數額後，餘額分派給股東為股利。

104. Since the Company is at the growth stage of its business, dividends will be in principle not less than 10% of the total retained earnings and may be distributed in the form of cash or new shares and the ratio for cash dividend will be in principle not less than 5% of total distribution subject to adjustment in consideration of such factors as capital spending,     financial health and business development. The Company may by Special Resolution, (a) determine that the whole or a part of the profit distributable as dividends and/or bonuses be distributed in the form of new shares to be issued by the Company or, (b) declare that a dividend be satisfied wholly or in part by the distribution of specific assets of any kind and in particular of paid up shares, debentures or warrants to subscribe securities of the Company or any other company, or in any one or more of such ways.  Any fraction of such newly issued shares shall be paid in cash.  The Board may resolve that no such assets shall be made available to Members with registered addresses in any particular erritory or territories where, in the absence of a registration statement or other special formalities, such distribution of assets would or might, in the opinion of the Board, be unlawful or impracticable and in such event the only entitlement of the Members aforesaid shall be to receive cash payments as aforesaid.  Members affected as a result of the foregoing     sentence shall not be or be deemed to be a separate class of Members for any purpose whatsoever.
    本公司於成長階段，股利以不低於可分配盈餘總數之百分之十為原則，股利分派得以現金股利或股票股利為之，現金股利比率以不低於股利總額百分之五為原則，但得視資本支出、健全財務及業務發展等因素調整。本公司得以股東會特別決議將(a)應分派股息或紅利之全部或一部，以發行新股方式為之；或(b)股息紅利之全部或一部，以分派資產，實收股份、債權股證或認購本公司或他公司有價證券之權證或其組合方式支付。畸零股得以現金支付。倘董事會認為股東受領實物分派未經登記或特定程序，依股東登記地址所在國家地區之法令屬違法或難以執行者，董事會對該股東得不為實物分派，而支付現金。前開股東不得視為不同種類之股東。","",
"1593 - 祺驊","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/25","         63,899,507","         63,440,989","        121,150,301","         57,519,125","2.10000000","0.0","         63,631,176","0.0","0.0","                  0","            600,000","          2,283,876","                  0","                  0","","無","","章程第28條:本公司年度總決算如有盈餘，應先提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司實收資本額時，不在此限，必要時依法提列或&amp;#24315;轉特別盈餘公積，其餘由董事會視營運需要酌情保留適當盈餘後分派如下，並提交股東會決議。
(一)員工紅利不低於百分之一 。
(二)董事、監察人酬勞不高於百分之五。
(三)其餘為股東紅利，依公司股利政策以不低於百分之十分派之。
員工紅利得以現金或發行新股方式發放之，其發放對象得包括符合一定條件之從屬公司員工，惟從屬公司員工之紅利只得以發行新股方式為之，該一定條件由董事會訂定之。
本公司股東紅利分派得以現金或股票方式發放，股東現金紅利分派之比例以不低於股東紅利總額之百分之五十。本公司所屬產業正處於成長階段，此項盈餘分派之種類及比例，基於公司未來資金需求及長期營運規劃，得由董事會依當時營運狀況，兼顧股東權益、平衡股利政策及資金需求規劃等擬具分派案，提報股東會決議調整之。","",
"1595 - 川寶","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/10","        693,555,903","        293,176,183","        957,614,666","        783,521,150","4.50000000","0.0","        174,093,516","0.0","0.0","                  0","          7,915,757","          7,915,757","                  0","                  0","","無","","本公司每年度盈餘分派時，當期決算如有當期淨利，應先彌補歷年之虧損以及提列百分之十為法定盈餘公積，但法定盈餘公積已達資本總額時，不在此限。另依法令或主管機關規定提列特別盈餘公積。其餘加計以前年度未分配盈餘後，得由董事會擬具員工紅利、董監酬勞及股東紅利之分派議案，由股東會決議分派之。
其中董監酬勞為分配盈餘之百分之三，員工紅利為分派盈餘之百分之一至百分之十五。若股東未配發股票股利，則員工亦不得配發股票紅利。員工分配股票紅利之對象包括符合一定條件之從屬公司員工，其分配辦法由董事會決定之。","",
"1599 - 宏佳騰","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/12","         32,716,363","         67,449,708","        112,258,893","         24,546,877","1.95000000","0.0","         87,712,016","0.0","0.0","                  0","          1,593,000","          1,593,000","                  0","                  0","0.00000","無","","本公司年度總決算如有盈餘，應先依法提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積，必要時依法提列或迴轉特別盈餘公積後，如尚有盈餘時，由董事會擬具盈餘分配案，提請股東會決議。但其中應分派員工紅利介於百分之二至百分之十之間，董監酬勞介於百分之二至百分之五之間。","",
"1742 - 台蠟","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/17","         65,779,631","        -61,618,876","          4,332,167","          4,332,167","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，應先提繳稅款、彌補已往虧損，次提百分之十為法定盈餘公積，並視需要酌提特別盈餘公積，其餘由董事會擬具分配案提請股東會決議，擬具提撥分配總額分派如下：
一、董事監察人酬勞提列百分之二.五
二、員工紅利百分之一至五範圍內提列
三、餘額分派股東紅利","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1752 - 南光","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/05/27","          5,500,029","         67,283,142","         63,424,926","         18,842,888","0.50000000","0.0","         44,582,038","0.0","0.0","                  0","          1,816,645","          1,816,645","                  0","                  0","","無","","第廿五條：
每年決算如有盈餘，除依法提繳稅款外，應先彌補已往年度虧損，次提百分之十法定公積後，並依法提列或迴轉特別盈餘公積後，為當年度稅後盈餘可分配數。如前項尚有餘額，於加計以前年度未分配盈餘後，除保留部分外，分派如下：
1.員工紅利為當年度稅後盈餘可分配數不低於百分之三，不高於百分之七。
2.董事酬勞為當年度稅後盈餘可分配數百分之三。
3.股東股息及紅利分配數額不低於百分之三十，其中至少百分之三十以上得以現金方式發放，其餘為未分配盈餘。
本公司對外轉投資子公司之員工（或“符合一定條件之從屬公司員工”），得受上述員工股票紅利之分配，其條件及方式由股東會訂定之。","",
"1777 - 生泰","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/16","         98,127,295","        127,952,553","        211,504,131","        121,325,481","3.00000000","0.0","         90,178,650","0.0","0.0","                  0","          1,136,522","          1,136,522","                  0","                  0","0.00000","無","","本公司考量產業環境多變及企業之成長性，因應未來資金需求及長期規劃，並滿足股東對現金流入之需求，本公司決算後如有盈餘，依下列順序分派之：
１．提繳稅捐。
２．彌補虧損。
３．提列百分之十法定盈餘公積。
４．必要時提列或迴轉特別盈餘公積。
５．就提列１至４款後之餘額提撥百分之一為員工紅利。
６．就提列１至４款後之餘額提撥百分之一為董事及監察人酬勞。
７．餘額連同上一年度累積未分配盈餘提撥至少百分之二十為股東紅利，其中現金股利不得低於股利總數百分之二十，但現金股利每股若低於0.2元，得經董事會決議，改以股票股利發放，並經股東會承認後分配之。","",
"1781 - 合世","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/16","         23,671,133","        -52,740,103","        -27,886,194","        -27,886,194","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度總決算如有盈餘，應先提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達公司資本總額時，不在此限。次依法提列特別盈餘公積或迴轉特別盈餘公積後，如尚有盈餘作百分比再分派如下：
（一）員工紅利百分之一至百分之十。
（二）董事監察人酬勞百分之一至百分之三。
（三）其餘部分加計以前年度累積未分配盈餘為累積可分配盈餘，由董事會擬定盈餘分配案，提請股東會決議分配之。","",
"1784 - 訊聯","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/23","                  0","         43,956,427","         34,879,503","                  0","0.70195730","0.0","         34,879,503","0.0","0.0","                  0","          1,390,216","          2,780,428","                  0","                  0","","無","","第二十條:本公司年度總決算如有盈餘，應先提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積金如尚有盈餘應分派員工紅利2%-15%，及董事監察人酬勞2%-5%，其餘紅利由股東會議決議分派之。","",
"1785 - 光洋科","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/12","        709,776,959","        451,926,327","      1,113,077,160","        788,651,283","0.80000000","0.0","        324,425,877","0.0","0.0","                  0","          8,134,834","         16,269,668","                  0","                  0","0.00000","無","","董監事酬勞金就一至四款規定數額後剩餘之數提撥不高於百分之五。
員工紅利就一至四款規定數額後剩餘之數，提撥不低於百分之三。其中分配員工股票紅利者，其對象得包括符合一定條件之從屬公司員工。
其餘加計以前年度之未分派盈餘，得酌於保留盈餘後，由董事會依第廿一條股利政策，擬具盈餘分派議案，提請股東會決議之。","",
"1788 - 杏昌","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/02","        103,382,759","        219,653,926","        301,460,051","        126,460,051","5.00000000","0.0","        175,000,000","0.0","0.0","                  0","          5,859,808","          1,953,269","                  0","                  0","0.00000","無","","第十九條：公司年度總決算如有盈餘，依下列順序分配之：
一、	先提繳稅款。
二、	彌補以前年度虧損。
三、	提列百分之十為法定盈餘公積。
四、	依法令或主管機關規定提撥或迴轉特別盈餘公積。
五、	董監事酬勞及員工紅利就一至四款規定數額後剩餘之數提撥，董監事酬勞提撥比例至多百分之三，員工紅利至少百分之一。員工紅利其提撥總金額固定不變，若以配發新股，則依法令規定之價格基礎折算員工股票紅利股數。
六、	餘額再加計以往年度未分配盈餘作為可供分配盈餘，由董事會擬定分配議案提請股東會決議分配之。
本公司符合一定條件之從屬公司員工，得受上述員工股票紅利之分配，其條件及方式由董事會訂定之。","",
"1796 - 金穎生技","董事會擬議","103年 年度","103/01/01~103/12/31","1","104/03/31","104/06/16","        -65,279,998","        -18,544,312","        -83,824,310","        -83,824,310","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","","","無","","第28條：本公司年度總決算如有盈餘，應先依法繳納營利事業所得稅，彌補以往年度虧損後，如尚有餘額，應依法提列法定盈餘公積百分之十及特別盈餘公積後，由董事會擬具盈餘分派議案，提請股東會決議後分派之；其分派之董監事酬勞為百分之三，員工紅利不低於百分之十。
本公司正處營業成長期，股利政策優先考量公司之未來發展及財務狀況，並兼顧股東之合理報酬，故股東紅利之現金股利所佔比率在百分之五十以下。","無",
"1799 - 易威","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/18","       -174,375,734","       -101,115,794","       -275,676,877","       -275,676,877","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","","無","","本公司年度總決算，如有盈餘除依法提繳稅款外，應先彌補以往年度虧損，次就其餘額提撥百分之十為法定公積，但法定公積累積已達資本總額時不在此限。次提剩餘盈餘之百分之十二為員工紅利，董事及監察人酬勞提撥則不超過百分之三。嗣餘盈餘依股東會決議分派之。本公司目前係屬處於成長階段之醫療器材產業，為配合公司長期之業務發展，未來之資金需求及長期之業務規劃並滿足股東對現金流入之需求分配股利，盈餘之分派以穩建股利為原則，董事會擬訂盈餘分派案時，分派之數額以不低於當年度稅後盈餘之百分之五十為原則，惟可供分配盈餘低於當年度稅後盈餘時，以可供分配盈餘為計算基準；現金股利分派之比例以不低於當年度股利總額百分之三十為原則，股票股利之發放不得致每股獲利稀釋幅度達三成以上。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1813 - 寶利徠","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/05/20","         66,580,758","         97,647,549","        154,357,483","        107,721,973","1.00000000","0.0","         46,635,510","0.0","0.0","                  0","          1,457,359","            485,787","                  0","                  0","","無","","本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提撥百分之十為法定盈餘公積（但法定盈餘公積已達本公司資本總額時不在此限），並視需要酌提特別盈餘公積外，由董事會視營運情況以餘額全部或部分連同以前年度累積未分配盈餘依左列比例分派之：
(一)員工紅利百分之一至三以內。
(二)董事監察人酬勞百分之一至三以內。
(三)其餘為股東紅利，依公司股利政策按股份總額比例分派之。","",
"1815 - 富喬","股東會確認","103年 年度","103/01/01~103/12/31","1","0","104/06/10","        316,846,149","         53,862,134","        362,692,202","        280,182,306","0.20000000","0.0","         82,509,896","0.0","0.0","                  0","          2,423,796","          4,847,592","                  0","                  0","","無","","依本公司章程規定，本公司年度決算如有盈餘，於依法繳納一切稅捐及彌補以前年度虧損後，先提百分之十為法定盈餘公積，再依相關法令或主管機關規定提列或迴轉特別盈餘公積後，連同以前年度累積未分配盈餘作為可供分配之盈餘，並酌予保留部分盈餘後，依下列比率分配之：
A.	員工紅利為百分之一至百分之十計算分配。。
B.	董監事酬勞為百分之一至百分之五。
C.	其餘為股東股利。
本公司正處營業成長期，為因應整體產業環境及業務規模拓展之需求，股利發放係考量公司之資本支出計劃、現金流量及營運盈餘狀況；故股東股利之發放以股票股利及現金股利互相搭配，其中現金股利以佔百分之二十以上為原則。","",
